pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Latitude;Longitude;Manancial;Lat_Norm;Long_Norm
0.45;0.004;0.108;0;0;0.32110436;-11.8219;-42.6179;1;0.561957532;0.694962276
0.45;0.215;0.14;0;0;0.13071879;-20.8113;-49.3758;3;0.331596068;0.545261804
0.42;0.00175;0.15;0;0;0.592592593;-26.7229;-53.0409;3;0.180105999;0.464072795
0.57;0.1825;0.11;0;0;0.226313464;-5.73844;-39.63;2;0.717851668;0.761150004
0.47;0.0005;0.184;0;0;0.123414632;-5.18889;-48.1336;3;0.731934381;0.572778921
0.503;0.02475;0.178;1;1;0.063520518;-11.5266;-61.0252;2;0.56952486;0.287205205
0.505;0.0005;0.166;1;0;0.276109937;-26.7811;-53.3505;3;0.178614572;0.45721456
0.595;0.02;0.3;;;0.730914305;-3.554189;-43.168534;3;0.773825065;0.682764675
0.58;0.00475;0.55;1;1;0.42609363;-7.63514;-35.5586;2;0.669247024;0.851339338
0.51;0.12275;0.2;0;0;1;-22.7374;-47.3331;3;0.282238023;0.590511534
0.54;0.0125;0.15;0;0;0.630006676;-26.6388;-52.6799;3;0.182261137;0.472069639
0.62;0.0015;0.1;1;0;0.392527879;-7.54473;-35.7066;3;0.671563862;0.848060854
0.46;0.0675;0.06;0;0;0.180767178;-7.41403;-35.0963;3;0.674913167;0.861580172
0.54;0.0205;0.09;1;0;1;-18.5432;-53.1287;3;0.389718171;0.462127856
0.331;0.0125;0.157;0;0;0;-5.73844;-39.63;2;0.717851668;0.761150004
0.57;0.024;0.06;1;0;1;-5.38075;-49.1327;3;0.727017796;0.550646936
0.56;0.005;0.057;0;0;0.329345557;-5.73844;-39.63;3;0.717851668;0.761150004
0.52;0.0025;0.06;0;0;0.279568804;-8.72618;-35.7942;2;0.641288142;0.846120346
0.415;0.0085;0.166;0;0;0.940806761;-3.88863;-42.2324;3;0.765254714;0.703501842
0.5;0.02;0.08;0;0;0.224229638;-6.23115;-42.6842;3;0.705225531;0.693493604
0.58;0.025;0.07;0;0;0.909212283;-26.6388;-52.6799;3;0.182261137;0.472069639
0.52;0.0275;0.056;0;0;0;-7.00039;-40.9282;3;0.685513064;0.732392379
0.531;0.00275;0.13;;;0.612921061;-3.656864;-43.188339;3;0.771193926;0.682325956
0.54;0;0.1;0;0;0.696066149;-26.6876;-53.1545;3;0.181010593;0.461556336
0.446;0.03;0.098;0;0;0.038392008;-10.517;-55.231;1;0.595396768;0.415557871
0.48;0.03;0.112;0;0;0.463685474;-28.6511;-49.2169;1;0.130694139;0.548781744
0.522;0.02875;0.097;0;0;0;-6.36281;-39.2892;2;0.701851625;0.768699379
0.65;0.01575;0.42;1;0;0.123414632;-5.18889;-48.1336;3;0.731934381;0.572778921
0.55;0.0025;0.121;0;0;0.837441756;-4.25245;-43.0108;3;0.755931499;0.686258786
0.31;0.009;0.069;0;0;0.210166379;-8.37691;-35.4501;1;0.6502385;0.853742822
0.48;0.00175;0.001;1;0;0.732626927;-27.4002;-51.2276;3;0.162749577;0.504240875
0.5;0.01425;0.05;1;1;0.089562308;-7.51809;-35.9913;2;0.672246536;0.841754202
0.54;0.00725;0;0;0;0;-5.50894;-38.2743;3;0.723732812;0.791181364
0.408;0.0005;0.176;1;0;0.635942404;-23.0731;-44.9576;1;0.273635408;0.643133425
0.58;0.001;0.04;;;0.109446648;-18.8545;-41.9555;1;0.381740829;0.709635709
0.58;0.005;0.03;0;0;0.56484405;-13.7388;-46.8734;1;0.512835244;0.600694773
0.45;0.03425;0.111;0;0;0;-4.25245;-43.0108;3;0.755931499;0.686258786
0.55;0.02475;0.14;0;0;0.111303357;-4.1209;-38.4707;3;0.759302586;0.786830727
0.59;0.00175;0.15;0;0;0.193668182;-11.9455556;-55.5231111;3;0.558788746;0.409087048
0.46;0.1205;0;0;0;0.906069507;-31.7649;-52.3371;2;0.050900212;0.479663317
0.505;0.00275;0.137;0;0;0.474984999;-13.7242;-59.2858;3;0.513209383;0.325736258
0.48;0.00075;0.15;;;0.015031464;-3.573201;-43.311429;3;0.773337866;0.679599276
0.48;0.0025;0.1;0;0;0.236403772;-5.64659;-48.1232;1;0.720205407;0.573009301
0.654;0.0005;0.132;0;0;0.630006676;-26.6388;-52.6799;3;0.182261137;0.472069639
0.56;0.012;0.2;0;0;0.006747831;-4.38505;-41.5969;3;0.752533505;0.717579389
0.58;0.0925;0.125;0;0;0.146057281;-9.96218;-54.9121;1;0.60961453;0.422622119
0.52;0.00175;0.2;0;0;0.655895779;-22.1585;-43.304;3;0.297072856;0.679763843
0.46;0.0675;0.147;0;0;0.757497703;-6.8337;-35.1213;3;0.689784645;0.861026374
0.536;0.069;0.04;0;0;0;-22.7374;-47.3331;3;0.282238023;0.590511534
0.358;0.0355;0.025;1;0;0.964371235;-7.41403;-35.0963;3;0.674913167;0.861580172
0.338;0.03375;0.026;0;0;0.009872575;-21.7708;-47.0852;2;0.307008017;0.596002996
0.545;0.171;0.066;1;0;0.203170653;-11.5266;-61.0252;2;0.56952486;0.287205205
0.52;0.005;0.03;0;0;0.437433807;-22.3871;-44.9709;1;0.291214775;0.642838804
0.48;0.0025;0.1;0;0;1;-20.913;-41.1986;1;0.328989914;0.726402499
0.4;0.001;0.06;;;0.168213702;-3.615467;-43.122539;3;0.772254761;0.683783553
0.54;0.046;0;0;0;0.047059784;-5.0231;-45.001;3;0.736182899;0.642172031
0.54;0.0175;0;1;1;0.974766433;-13.7388;-46.8734;1;0.512835244;0.600694773
0.6;0.01725;0.25;0;0;0.280537459;-18.8004;-42.6103;2;0.38312719;0.695130631
0.43;0.027;0;0;0;0;-31.7649;-52.3371;3;0.050900212;0.479663317
0.297;0.00725;0.046;0;0;1;-19.7472;-47.9381;1;0.358864588;0.577109622
0.481;0.00875;0.095;0;0;0;-21.0964;-41.0468;1;0.324290124;0.729765161
0.509;0.013;0.113;0;0;0;-22.4658;-42.6523;1;0.289198017;0.69420025
0.404;0;0.012;;;0.000464076;-3.61514;-43.054808;3;0.772263141;0.685283925
0.48;0.0075;0.03;0;0;0.351236502;-21.0964;-41.0468;1;0.324290124;0.729765161
0.72;0.00675;0.071;0;0;1;-18.8642718;-48.8746217;1;0.381490418;0.556363866
0.56;0.01025;0;0;0;0.037046409;-8.72618;-35.7942;2;0.641288142;0.846120346
0.5;0.075;0.089;0;0;0.257025134;-26.8215;-53.2767;3;0.177579285;0.458849372
0.5;0.002;0.083;1;0;0.896267806;-27.4002;-51.2276;1;0.162749577;0.504240875
0.472;0;0.021;1;0;0.265795207;-26.7229;-53.0409;3;0.180105999;0.464072795
0.45;0.1265;0.08;;;0.49806504;-18.8545;-41.9555;1;0.381740829;0.709635709
0.74;0.01875;0.03;0;0;0.119403874;-18.9844;-41.6527;1;0.378412024;0.716343311
0.5;0.025;0.113;1;0;0.143036312;-5.50894;-38.2743;2;0.723732812;0.791181364
0.54;0.01025;0.4;0;0;0.302320558;-7.0224;-37.1458;;0.684949038;0.816179808
0.405;0.003;0.259;0;0;0.879600478;-29.1527;-49.5841;2;0.117840188;0.540647558
0.54;0.00575;0;0;0;1;-20.665;-44.3334;3;0.335345137;0.656960654
0.761;0.0005;0.1;0;0;0.684867028;-20.029298;-45.537397;3;0.351635573;0.630289807
0.502;0.0035;0.17;0;0;0.400455158;-27.0984;-53.5977;1;0.170483474;0.451738605
0.626;0.01625;0.177;0;0;0.182539683;-26.713381;-53.058149;3;0.180349932;0.463690696
0.52;0.1015;0;0;0;0.011115796;-8.9488;-44.1296;3;0.635583304;0.661475216
0.528;0.015;0.1;0;0;0.294132503;-26.7665;-53.1737;3;0.17898871;0.46113102
0.52;0.0075;0.055;0;0;0.999712472;-20.6931;-41.8405;1;0.33462505;0.71218318
0.695;0.0055;0.09;0;0;0.018564301;-22.2713;-46.9481;1;0.294182254;0.599040024
0.55;0.00625;0.21;1;1;0.023039754;-4.42585;-41.4482;3;0.751487968;0.720873379
0.48;0.0225;0.114;0;0;0.35921378;-5.09194;-42.8034;1;0.734418812;0.690853095
0.51;0.0305;0.03;1;0;0.843651673;-7.02278;-35.8597;2;0.6849393;0.844669395
0.49;0.06925;0.2;1;0;0.011722123;-7.85508;-42.8248;3;0.663610864;0.690379044
0.5;0.01025;0.054;0;0;0.557357199;-14.7876;-39.2781;1;0.485958801;0.768945265
0.48;0.001;0.08;0;0;0;-6.86686;-36.3619;2;0.68893489;0.8335447
0.56;0.11275;0.25;;;0.852974026;-3.57443;-42.6131;3;0.773306371;0.695068606
0.41;0.001;0.05;0;0;0.589397496;-26.9681;-53.6417;3;0.173822528;0.45076392
0.524;0.01175;0.107;0;0;1;-22.5539;-45.7803;2;0.286940375;0.624909039
0.698;0.00375;0.03;0;0;0.420704173;-4.77793;-48.067;3;0.742465601;0.574254239
0.286;0.0075;0.005;0;0;0.27253515;-5.93485;-42.1172;3;0.712818485;0.706053744
0.4;0.03575;0.04;0;0;0.747724979;-31.7649;-52.3371;2;0.050900212;0.479663317
0.56;0.02;0.01;0;0;0.510497738;-6.86686;-36.3619;2;0.68893489;0.8335447
0.5;0.027;0.128;0;0;0.876756087;-22.4836;-47.211;3;0.288741876;0.593216284
0.45;0.0025;0.02;0;0;0.044849701;-20.665;-44.3334;3;0.335345137;0.656960654
0.6;0.0945;0.2;;;0.612921061;-3.554028;-43.135228;3;0.773829191;0.683502467
0.68;0.0025;0.15;;;0.730914305;-3.650803;-43.117615;3;0.771349245;0.683892629
0.386;0.0625;0.02;0;0;0.539413382;-28.5986;-49.3335;1;0.132039499;0.54619883
0.658;0.0065;0.035;0;1;0.688557641;-13.7388;-46.8734;1;0.512835244;0.600694773
0.62;0;0.3;0;0;0.672175097;-20.5935;-47.6424;1;0.337177389;0.583659945
0.53;0.355;0.343;0;0;0;-13.6614;-59.7848;1;0.514818689;0.314682449
0.45;0.01425;0.25;0;0;0.026688296;-20.7994;-41.3948;1;0.331901016;0.722056292
0.54;0.00175;0.03;0;0;0.383116791;-7.3889;-37.5079;2;0.675557146;0.808158597
0.499;0.01;0.165;1;0;0.574042787;-4.1209;-38.4707;3;0.759302586;0.786830727
0.429;0.0035;0.109;0;0;1;-26.3777;-50.1419;1;0.18895206;0.528291216
0.48;0.055;0.55;0;0;0.661643282;-10.0137;-51.1186;2;0.608294284;0.506655434
0.795;0.0005;0.033;0;0;0.77417729;-7.54473;-35.7066;3;0.671563862;0.848060854
0.49;0.008;0.059;0;0;0.725980946;-7.68827;-35.5114;3;0.66788552;0.852384909
0.424;0.06;0.551;0;0;1;-6.69209;-34.9381;1;0.693413529;0.865084606
0.247;0.031;0.234;0;0;0.172343279;-20.913;-41.1986;1;0.328989914;0.726402499
0.539;0.00125;0.15;0;0;0.909212283;-26.6388;-52.6799;3;0.182261137;0.472069639
0.57;0.0085;0;1;0;0.545010115;-27.0984;-53.5977;3;0.170483474;0.451738605
0.28;0.001;0.203;0;0;0.0586795;-22.7374;-47.3331;3;0.282238023;0.590511534
0.569;0.07;0.037;0;0;0.010725225;-3.88863;-42.2324;3;0.765254714;0.703501842
0.52;0.005;0.5;0;0;0;-7.66373;-35.1002;3;0.668514379;0.861493779
0.404;0.04025;0.031;0;0;0.630181087;-27.1008;-53.4032;3;0.170421971;0.456047153
0.48;0.0175;0.5;1;1;0.828118812;-26.654;-53.44;3;0.181871623;0.455231963
0.54;0.0085;0.03;1;0;0.018040591;-26.6876;-53.1545;3;0.181010593;0.461556336
0.43;0.01125;0;0;0;0.495152937;-5.50894;-38.2743;3;0.723732812;0.791181364
0.8;0.00625;0.05;1;0;0.52896214;-28.11793;-54.866666;3;0.1443571;0.423628569
0.44;0.016;0.5;0;0;0.824228735;-9.84977;-57.8139;1;0.612495137;0.358341672
0.28;0.03275;0;1;0;0.572403225;-10.823;-42.7245;1;0.587555243;0.692600882
0.51;0.005;0.1;0;0;0.725980946;-7.68827;-35.5114;3;0.66788552;0.852384909
0.5;0.001;0.12;0;0;0.121641724;-4.15002;-42.9477;3;0.75855636;0.687656573
0.46;0.00625;0.08;0;0;0.010226009;-6.50845;-36.3497;2;0.698119469;0.833814953
0.471;0.014;0.129;;;0.226305644;-15.194;-56.3632;1;0.475544435;0.390477465
0.47;0.02425;0.16;0;0;0.04871378;-21.4647;-47.0024;3;0.314852105;0.597837175
0.4;0.006;0;;;0.003077737;-3.479387;-42.654031;3;0.775741934;0.694161905
0.484;0.02425;0.159;0;0;0.8046496;-7.54473;-35.7066;3;0.671563862;0.848060854
0.4;0.073;0.05;;;0.048922682;-3.701883;-43.070488;3;0.770040274;0.684936582
0.461;0.125;0;0;0;0.10700618;-23.3171;-46.5897;3;0.267382688;0.606979273
0.54;0.00625;0.07;0;0;0.004899326;-21.5953;-46.8873;1;0.311505363;0.600386861
0.355;0.0675;0.026;1;0;0.474399398;-5.18889;-48.1336;3;0.731934381;0.572778921
0.53;0.038;0.084;1;1;0.613495722;-10.1943;-63.8324;1;0.603666246;0.22502033
0.68;0.0115;0.062;0;0;1;-21.7708;-47.0852;3;0.307008017;0.596002996
0.774;0.01;0.134;0;0;0.512926707;-23.6813;-46.6205;3;0.258049736;0.606296994
0.606;0.03025;0.102;0;0;0.275686232;-7.53075;-38.1962;2;0.671922112;0.792911429
0.65;0.00175;0.2;0;0;0.303767235;-29.1527;-49.5841;2;0.117840188;0.540647558
0.422;0.025;0.081;0;0;0;-20.5935;-47.6424;1;0.337177389;0.583659945
0.467;0.06;0.1;0;0;0;-21.4647;-47.0024;3;0.314852105;0.597837175
0.56;0.0245;0;0;0;1;-20.813967;-49.481557;3;0.331527724;0.542919083
0.48;0.0055;0.07;0;0;1;-25.5859;-49.4047;3;0.209242647;0.544621613
0.48;0.0145;0.03;0;0;0.334770574;-26.8747;-52.4036;3;0.176215987;0.478190215
0.46;0.0025;0.056;0;0;0.20498325;-7.72449;-35.3182;3;0.66695735;0.85666466
0.27;0.0075;0.075;0;0;0.071367925;-5.14252;-45.7877;3;0.733122654;0.624745114
0.48;0.0025;0.122;0;0;0.351321063;-2.63741;-56.729;3;0.797318352;0.382374292
0.52;0.1275;0.17;0;0;0.023373003;-8.47443;-35.5468;2;0.647739463;0.851600731
0.516;0.01475;0.055;0;0;0;-26.654;-53.44;3;0.181871623;0.455231963
0.546;0.0005;0.3;0;0;0.208033827;-26.7811;-53.3505;3;0.178614572;0.45721456
0.58;0.01;0.083;0;0;0.519451832;-18.7612;-41.3143;1;0.384131725;0.723839522
0.521;0.0225;0.02;0;0;0.775040786;-23.9244;-47.0653;3;0.25182008;0.596443819
0.29;0.01475;0.066;0;0;0.071838647;-5.13272;-49.3358;3;0.733373788;0.54614788
0.48;0.065;0.115;0;0;0.255051197;-2.63741;-56.729;3;0.797318352;0.382374292
0.54;0.008;0.12;0;0;0.180336873;-26.687;-53.2511;3;0.181025969;0.459416461
0.49;0.001;0.02;0;0;0.9651652;-5.73844;-39.63;3;0.717851668;0.761150004
0.5;0.0055;0.02;1;0;0.32110436;-11.8219;-42.6179;1;0.561957532;0.694962276
0.42;0.0005;0.199;1;1;0.681363517;-14.7876;-39.2781;1;0.485958801;0.768945265
0.294;0.13125;0;0;0;0.273008369;-18.461;-41.809;1;0.39182462;0.712880966
0.789;0.012;0.05;0;0;0.158746929;-23.2544;-47.2927;1;0.268989432;0.591406472
0.398;0.124;0;0;0;0.81740119;-26.3777;-50.1419;1;0.18895206;0.528291216
0.5;0.001;0.102;0;0;0.046985764;-21.996;-47.4257;3;0.301237065;0.588460266
0.49;0.032;0.15;0;0;0.007906105;-7.84383;-35.3108;3;0.663899155;0.856828585
0.287;0.00975;0.001;0;0;0;-16.266;-56.6261;1;0.44807347;0.384653724
0.4;0.08875;0.346;1;0;0.077011609;-23.0731;-44.9576;1;0.273635408;0.643133425
0.41;0.00925;0.096;0;0;0.359077818;-25.5859;-49.4047;3;0.209242647;0.544621613
0.48;0.00125;0.02;0;0;0.143036312;-5.50894;-38.2743;3;0.723732812;0.791181364
0.413;0.0025;0.25;0;0;0.35921378;-5.09194;-42.8034;1;0.734418812;0.690853095
0.48;0.05;0.113;0;0;0.138589885;-20.9845;-47.6572;3;0.327157662;0.583332097
0.407;0.085;0.025;0;0;0.845375366;-7.74312;-37.631;3;0.666479939;0.805431696
0.599;0.001;0.358;1;1;0.159939941;-3.7657;-49.6773;2;0.768404906;0.538582999
0.541;0.00675;0.103;0;0;0.562836824;-22.2213;-47.6215;3;0.295463549;0.58412292
0.57;0;0.1;0;0;0;-23.2544;-47.2927;1;0.268989432;0.591406472
0.53;0.0025;0.08;0;0;1;-26.7811;-53.3505;3;0.178614572;0.45721456
0.43;0.043;0.145;0;0;0.343750496;-26.2495;-49.3831;1;0.1922373;0.545100095
0.63;0.0055;0;0;0;0.61648871;-27.7251;-54.1275;3;0.154423722;0.440002516
0.51;0.03375;0.18;0;0;0.035797716;-4.25245;-43.0108;3;0.755931499;0.686258786
0.53;0.01725;0.003;0;0;0.216387187;-10.82377;-36.94628;3;0.587535511;0.820599559
0.45;0.0025;0.03;0;0;0.044646148;-14.2044;-44.2744;1;0.500903825;0.658267618
0.6;0.0255;0.125;0;0;1;-20.8113;-49.3758;3;0.331596068;0.545261804
0.65;0.01075;0.035;0;0;0.123350377;-19.5007;-41.0746;1;0.365181372;0.729149337
0.52;0.00475;0.076;0;0;0.002278671;-20.665;-44.3334;3;0.335345137;0.656960654
0.54;0.01775;0.128;1;1;0.017112789;-7.41403;-35.0963;3;0.674913167;0.861580172
0.46;0.0005;0.057;0;0;0.529283903;-18.9807;-41.2235;1;0.37850684;0.725850916
0.407;0.0075;0.068;0;0;0.226313464;-5.73844;-39.63;3;0.717851668;0.761150004
0.48;0.0075;0.05;0;0;0.436819814;-9.84977;-57.8139;1;0.612495137;0.358341672
0.187;0.0185;0.153;1;0;0.124366768;-22.7374;-47.3331;3;0.282238023;0.590511534
0.45;0.005;0.1;0;0;0.723734469;-4.25245;-43.0108;3;0.755931499;0.686258786
0.36;0.0525;0.2;0;0;0.076116541;-20.8113;-49.3758;3;0.331596068;0.545261804
0.48;0.065;0.206;0;0;0.602792027;-10.312;-55.4061;3;0.600650078;0.411679069
0.52;0.00375;0.042;;;0.057117689;-3.616111;-43.165374;3;0.772238258;0.682834675
0.529;0;0.222;0;0;0.864282804;-21.2325;-49.6451;3;0.320802439;0.539296291
0.38;0.0095;0.02;0;0;0.201346911;-22.5539;-45.7803;2;0.286940375;0.624909039
0.45;0.0025;0.15;1;1;1;-7.287;-37.0925;2;0.678168425;0.817360505
0.571;0.0025;0.11;;;0.010108557;-11.9347222;-55.5231111;3;0.559066361;0.409087048
0.5;0.01275;0.03;0;0;0.814717406;-21.338;-47.7324;3;0.318098907;0.581666272
0.56;0.01325;0.1;0;0;0.069269678;-2.63741;-56.729;3;0.797318352;0.382374292
0.67;0.02;0.437;0;0;0.472796912;-9.65835;-56.4786;1;0.617400447;0.387921133
0.46;0.0175;0.12;0;0;0.672390534;-8.76077;-63.8999;3;0.640401742;0.223525075
0.48;0.00725;0.06;0;0;0;-7.94704;-35.3801;3;0.661254306;0.855293456
0.299;0.0125;0.065;0;0;0.729758476;-7.02278;-35.8597;2;0.6849393;0.844669395
0.6;0.0075;0.022;0;0;0.828118812;-26.654;-53.44;3;0.181871623;0.455231963
0.316;0.001;0.16;0;0;0.330152386;-16.857;-53.0318;3;0.432928564;0.464274377
0.447;0.1185;0.3;1;0;0.007035802;-3.50164;-42.1865;3;0.775171681;0.704518615
0.4;0.0135;0.062;0;0;0.076116541;-20.8113;-49.3758;3;0.331596068;0.545261804
0.552;0.00725;0.05;;;0.612921061;-3.553674;-43.2143045;3;0.773838263;0.68175077
0.556;0.24625;0.044;0;0;1;-16.857;-53.0318;3;0.432928564;0.464274377
0.48;0.001;0.056;0;0;0.015534174;-19.521014;-44.362863;1;0.364660808;0.656307992
0.52;0.0045;0;0;0;0.957505742;1.0909;-50.4952;1;0.892859651;0.520464942
0.47;0;0;1;0;0.070381277;-18.461;-41.809;1;0.39182462;0.712880966
0.542;0.0025;0.12;1;0;0.632241995;-6.99269;-36.7166;1;0.685710383;0.825687413
0.43;0.02;0.18;0;0;0.730105076;-7.35819;-46.6225;3;0.676344117;0.60625269
0.306;0.01075;0.011;0;0;0.012631895;-18.7612;-41.3143;1;0.384131725;0.723839522
0.62;0.0175;0.047;0;0;0.841653145;-22.5832;-47.523;3;0.286189536;0.586304884
0.63;0.00125;0.2;0;0;0.527410308;-31.7649;-52.3371;2;0.050900212;0.479663317
0.457;0.00375;0.11;0;0;0.522719141;-18.8545;-41.9555;3;0.381740829;0.709635709
0.346;0.0125;0.08;0;0;0.027220303;-2.63741;-56.729;3;0.797318352;0.382374292
0.247;0.0085;0.5;0;0;0.033167697;-21.104883;-48.942824;3;0.32407274;0.554853054
0.44;0.0575;0;0;0;0.715638995;-20.665;-44.3334;3;0.335345137;0.656960654
0.62;0.0015;0.1;0;0;0.092194168;-22.9951;-47.5071;3;0.275634228;0.5866571
0.467;0;0.3;0;0;0.812199235;-0.154874;-50.3861;1;0.860935571;0.522881717
0.52;0.0835;0.05;0;0;0.766752785;-7.68827;-35.5114;3;0.66788552;0.852384909
0.6;0.0225;0.19;0;0;0.51565451;-23.0816;-47.2101;3;0.273417588;0.593236221
0.62;0.0025;0.07;0;0;0.089778459;-21.7029;-47.2703;1;0.308748016;0.591902675
0.59;0.051;0.039;0;0;0.102772363;-28.6326;-49.1322;1;0.131168218;0.550658012
0.425;0.09;0.046;0;0;0.268323833;-10.0137;-51.1186;2;0.608294284;0.506655434
0.54;0.0175;0.08;0;0;0.141588284;-9.94912;-55.8417;1;0.609949204;0.402029692
0.73;0.002;0.064;;;0.003077737;-3.580578;-42.614168;1;0.773148823;0.695044947
0.52;0.06525;0;1;0;0.2572259;-7.68827;-35.5114;3;0.66788552;0.852384909
0.48;0.6325;0.164;0;0;0.417826413;-22.4658;-42.6523;1;0.289198017;0.69420025
0.454;0.0025;0.1;0;0;0.559503249;-5.73844;-39.63;3;0.717851668;0.761150004
0.48;0.001;0.05;0;0;0.736442928;-7.94704;-35.3801;3;0.661254306;0.855293456
0.56;0.00025;0.005;0;0;1;-28.072834;-54.885057;3;0.145512726;0.423221173
0.38;0.04975;0;1;1;0.125416908;-13.0053;-41.3703;3;0.531631842;0.722599014
0.306;0.11525;0.035;;;0.000730956;-3.544544;-43.166445;3;0.774072227;0.68281095
0.48;0.093;0.05;1;0;0.109798387;-5.73844;-39.63;2;0.717851668;0.761150004
0.511;0.0875;0.008;0;0;0.896423322;-6.69209;-34.9381;1;0.693413529;0.865084606
0.39;0.002;0.2;0;0;0.522719141;-18.8545;-41.9555;1;0.381740829;0.709635709
0.475;0.055;0.052;0;0;0.267118134;-7.08848;-35.9592;;0.683255678;0.842465279
0.51;0.0055;0.15;1;1;0.995310872;-6.93855;-36.6273;2;0.687097769;0.82766558
0.487;0.0125;0.12;1;0;0.719300152;-8.00679;-35.204;3;0.659723158;0.85919441
0.5;0.0025;0;0;0;0.963272543;-9.96218;-54.9121;1;0.60961453;0.422622119
0.4;0.009;0;0;0;0.063574667;-25.5859;-49.4047;3;0.209242647;0.544621613
0.41;0.00525;0.079;0;0;0.090494344;-22.4175;-44.2952;1;0.290435748;0.657806858
0.57;0.001;0.041;0;0;0.812337499;-21.7029;-47.2703;3;0.308748016;0.591902675
0.684;0.00575;0;;;0.015031464;-3.558964;-43.352775;3;0.773702702;0.678683383
0.48;0.0475;0.15;1;0;0;-22.3871;-44.9709;1;0.291214775;0.642838804
0.59;0.025;0;0;0;0.207876787;-9.65835;-56.4786;1;0.617400447;0.387921133
0.5;0.00475;0.1;0;0;0.810225281;-20.7994;-41.3948;1;0.331901016;0.722056292
0.48;0.001;0.1;0;0;0.142066354;-21.7029;-47.2703;3;0.308748016;0.591902675
0.54;0.001;0.15;0;0;0.610329345;-3.45214;-44.7665;1;0.776440163;0.647366657
0.48;0.05;0.04;0;0;1;-15.3235;-57.2204;3;0.472225881;0.371488837
0.54;0.025;0.16;1;0;0.856022048;-20.6229;-41.6937;1;0.336423988;0.715435083
0.55;0.01;0.076;;;1;-11.9456944;-55.5231111;3;0.558785189;0.409087048
0.4;0.16;0.15;1;0;0.848127502;-21.0964;-41.0468;1;0.324290124;0.729765161
0.444;0.0025;0.06;0;0;0.522719141;-18.8545;-41.9555;1;0.381740829;0.709635709
0.422;0.085;0.1;0;0;0.15416013;-21.7708;-47.0852;2;0.307008017;0.596002996
0.41;0.0595;0.022;0;0;0.557377049;-29.1527;-49.5841;2;0.117840188;0.540647558
0.51;0.005;0.15;0;0;0.002507972;-20.665;-44.3334;3;0.335345137;0.656960654
0.43;0.005;0.1;0;0;0.347458746;-26.654;-53.44;3;0.181871623;0.455231963
0.474;0.00425;0.03;0;0;0.558433766;-27.0233;-50.92;1;0.172407979;0.511054806
0.46;0.016;0.072;0;0;1;-27.0241;-48.6503;1;0.172387478;0.561333023
0.229;0.03;0.2;1;0;0;-13.7388;-46.8734;1;0.512835244;0.600694773
0.516;0.049;0.182;0;0;0.066535562;-22.8495;-45.2325;1;0.279365359;0.637043861
0.54;0.2775;0.05;;;0.237921604;-3.61212;-43.991529;3;0.772340531;0.664533754
0.444;0;0.1;0;0;0.013449001;-31.7649;-52.3371;2;0.050900212;0.479663317
0.356;0.0305;0.036;0;0;0.636564242;-21.7708;-47.0852;2;0.307008017;0.596002996
0.48;0;0.3;0;0;0;-4.1337;-41.7859;1;0.758974574;0.713392675
0.48;0.04825;0.003;0;0;0.536601368;-27.1659;-53.7166;1;0.168753725;0.449104741
0.54;0.01525;0;0;0;0.503628808;-23.9244;-47.0653;3;0.25182008;0.596443819
0.48;0.02025;0.1;0;0;0.558433766;-27.0233;-50.92;1;0.172407979;0.511054806
0.52;0.00275;0;0;0;0.110068948;-5.73844;-39.63;2;0.717851668;0.761150004
0.5;0;0.119;1;0;0.495152937;-5.50894;-38.2743;3;0.723732812;0.791181364
0.42;0.005;0.02;0;0;0.482836864;-22.5539;-45.7803;2;0.286940375;0.624909039
0.6;0;0.12;0;0;0.923126669;-22.3871;-44.9709;1;0.291214775;0.642838804
0.66;0.0325;0.372;0;0;0.523610161;-19.7472;-47.9381;3;0.358864588;0.577109622
0.401;0.036;0.021;;;0.060578932;-14.3568;-56.9696;3;0.496998438;0.377044539
0.542;0.01;0.163;0;0;1;-23.5446;-47.4388;3;0.261552796;0.588170076
0.635;0.01425;0.167;0;0;0.644412935;-9.53981;-57.4587;1;0.620438141;0.366210034
0.54;0.025;0.021;0;0;0.052608766;-15.286;-59.0683;1;0.473186852;0.330554301
0.6;0.0025;0.2;0;0;0.294291755;-26.7811;-53.3505;3;0.178614572;0.45721456
0.48;0.041;0;0;0;0.842244975;-7.94704;-35.3801;3;0.661254306;0.855293456
0.53;0.01175;0.07;0;0;0.006747831;-4.38505;-41.5969;3;0.752533505;0.717579389
0.51;0.001;0.043;0;0;0.870390354;-7.70734;-37.8446;2;0.667396834;0.800700045
0.402;0.069;0;0;0;0.897105296;-7.94704;-35.3801;3;0.661254306;0.855293456
0.5;0.00225;0;0;0;0.524211356;-18.4472;-50.4547;1;0.392178258;0.521362095
0.6;0.0005;0.05;0;0;0.35808505;-13.6059;-42.9397;2;0.516240927;0.687833788
0.49;0.071;0.097;0;0;0.41472453;-21.0095;-40.8307;1;0.326517015;0.734552191
0.495;0.01675;0.079;0;0;0.429327043;-8.47443;-35.5468;1;0.647739463;0.851600731
0.65;0.03175;0.005;0;0;0.116993352;-20.1861;-49.3464;3;0.347617381;0.54591307
0.54;0;0.15;0;0;0.124366768;-22.7374;-47.3331;3;0.282238023;0.590511534
0.51;0.0115;0.12;0;0;0.49806504;-18.8545;-41.9555;3;0.381740829;0.709635709
