Nitrato;pH;Turbidez;CRL;Coliformes;Ecoli
0.46;;;;;
73.45;;;;;
0.42;;;;;
12.8;;;;;
0.18;;;;;
0.34;;;;;
0.8;;;;;
0.24;;;;;
0.48;;;;;
0.27;;;;;
6.2;;;;;
0.3;;;;;
0.27;;;;;
0.19;;;;;
0.53;;;;;
0.25;;;;;
0.31;;;;;
0.2;;;;;
10.4;;;;;
1.8;;;;;
10;8.2;5;;1;1
0.5;;;;;
2;;;;;
0.9;;;;;
0.7;;;;;
1.5;;;;;
8.1;;;;;
0.6;;;;;
0.7;;;;;
0.7;;;;;
1;;;;;
0.3;;;;;
1.4;;;;;
0.7;;;;;
10;;;;;
0.68;;;;;
2.93;;;;;
2;;;;;
1.9;;;;;
1.84;;;;;
0.4;;;;;
;;;;;
;;;;;
1.2;;;;;
2.77;;;;;
1;;;;;
0.28;;;;;
1.05;;;;;
1.7;;;;;
0.8;;;;;
5.1;;;;;
0;;;;;
0.1;;;;;
0.5;;;;;
7.27;;;;;
6.68;;;;;
3.66;;;;;
0.4;;;;;
2.97;;;;;
1.1;;;;;
0.1;;;;;
;;;;;
0.6;;;;;
15.5;;;;;
2.01;;;;;
0.1;;;;;
2;;;;;
0.2;;;;;
13.4;;;;;
;8.6;0.5;0.4;0;0
1;;;;;
1.3;;;;;
21.2;;0.81;0.71;0;0
0.5;;0.59;;0;0
9.3;;;;;
1.1;;;;;
0.84;;7.66;;1;1
0.04;;;;;
0.3;;;;;
1;;;;;
3;;;;;
0.6;;;;;
0;;;;;
0.023;;;;;
12.6;;;;;
0.4;;;;;
0.5;8.26;1.53;0.08;0;0
21.6;6.31;0.23;4.6;0;0
0.51;7.41;2.66;;0;0
0.5;6.05;0.42;;1;0
0.65;7.41;0.34;;0;0
4.36;7.71;0.47;;0;0
21.1;6.52;0.68;0.71;0;0
0.29;;75.4;;0;0
0.11;;0.5;0.84;0;0
1.3;;;;;
0.29;6.58;0.1;2.03;0;0
0.8;;;;;
2.5;;;;;
;;;;;
3.2;;;;;
0.1;;;;;
3.8;;;;;
0.75;7.78;201;0.01;1;
0.5;7.78;158;0.01;0;0
0.4;7.08;0.38;1.01;0;0
0.01;7.67;1.36;;0;0
0.9;;;;;
;7.88;0.7;;0;0
0.47;8.38;0.34;0.6;0;0
0.47;7;0.34;;0;0
1;;;;;
0.2;7.46;0.44;0.01;0;0
1;;;;;
0.9;;;;;
0.44;8.64;49.2;0.01;1;
;;;;;
;;;;;
0.6;7.19;1.17;1.16;0;0
;;;;;
0.9;;;;;
1.6;;;;;
0.93;6.28;0.34;1.62;0;0
0.5;;;;;
0.5;;;;;
0.3;;;;;
0.8;;;;;
0.6;;;;;
0;;;;;
0.45;7.1;1.89;0.4;0;0
7.7;;;;;
1.7;;;;;
6.3;;;;;
0.6;;;;;
0;;;;;
0.5;;;;;
1;;;;;
0.4;6.91;0.76;3.58;0;0
2.4;;;;;
0;;;;;
5.3;6.36;0.34;1.21;0;0
0;;;;;
0.1;6.26;0.34;1.13;0;0
;;;;;
0.01;;;;;
;;;;;
0.7;;;;;
0.7;;;;;
0.31;7.92;67.1;;;
0.61;7.39;0.34;1.2;0;0
0;;;;;
0.2;;;;;
0.06;;;;;
0.697;7.88;14.4;;;
0.1;7.34;0.34;;;0
0;;;;;
0.89;7.64;0.34;1.28;0;0
0;;;;;
1870;6.9;0.34;;0;0
0.43;7.29;10.4;;;
0.17;5.9;0.339;1.8;0;0
4.16;6.37;5.88;;1;0
0.1;6.92;4.41;;0;0
1.58;6.87;0.34;1.02;;
1.7;;;;;
1.1;;;;;
2.2;6.8;4.87;1;0;0
1.1;;;;;
0.9;;;;;
4.4;;;;;
;7.02;0.95;0.4;0;0
;;;;;
0.3;;;;;
;;;;;
0.3;;;;;
13;;;;;
3.6;;;;;
0.3;;;;;
0.21;;;;;
0.3;;;;;
0.34;;;;;
;;;;;
0.21;;;;;
0.29;;;;;
5.1;;;;;
0.18;;;;;
0.26;;;;;
;;;;;
3.4;;;;;
0.31;;;;;
2.9;;;;;
0.28;;;;;
0.27;;;;;
0.29;;;;;
0.31;;;;;
0.26;;;;;
0.29;;;;;
0.25;;;;;
0.7;;;;;
0.32;;;;;
;;;;;
2.2;;0.1;;1;1
;;;;;
0.32;;;;;
0.23;;;;;
0.22;;;;;
1.1;;;;;
0.25;;;;;
1.3;;;;;
0.52;;;;;
0.29;;;;;
0.28;;;;;
0.26;;;;;
0.24;;;;;
0.24;;;;;
0.45;;;;;
0.51;;;;;
0.24;;;;;
0.26;;;;;
0.27;;;;;
0.5;;;;;
0.55;;;;;
0.38;;;;;
1.15;;;;;
0.45;;;;;
0.3;;;;;
0.4;;;;;
0.29;;;;;
0.28;;;;;
0.25;;;;;
0.36;;;;;
0.32;;;;;
4.1;;;;;
0.9;;;;;
0.22;;;;;
0.9;;;;;
3.8;;;;;
1.3;;;;;
0.7;;;;;
0.8;;;;;
0.4;;;;;
0.8;;;;;
8.7;;;;;
0;;;;;
5.1;;;;;
0.2;;;;;
0.3;;;;;
1.1;;;;;
0.7;;;;;
2.8;7.4;1.02;0.8;0;0
6;;;;;
20.37;;;;;
1.2;;;;;
4.71;;;;;
1.73;;;;;
0.2;;;;;
3.68;;;;;
1.79;;;;;
1.1;;;;;
1.55;;;;;
1;;;;;
1.04;;;;;
5.67;;;;;
1.41;;;;;
;;;;;
0.51;;;;;
0.2;;;;;
1.9;;;;;
;;;;;
1.28;;;;;
9.67;;;;;
2.07;;;;;
;;;;;
1.5;;;;;
0.5;;;;;
;6;0.32;5.5;0;0
2;6.3;0.02;1.31;0;0
2.6;;;;;
;;;;;
4.59;;;;;
2;;;;;
2.3;;;;;
0.1;;;;;
3.65;;;;;
1.3;;;;;
0.69;;;;;
3.16;;;;;
0;;;;;
;;;;;
;;;;;
1.2;;;;;
0.65;;0.19;1.44;0;0
0.68;;38.2;;1;1
1;;;;;
0;;;;;
0.5;;0.91;1.87;0;0
13.9;;1.03;;1;0
0.019;;;;;
0.9;;;;;
1.32;5.79;5.19;;1;
13.3;6.16;2.15;0;1;1
1.8;;;;;
3.7;;;;;
0.5;6.99;2.31;;1;1
3.1;6;3.09;;0;0
0.539;;;;;
2.29;;;;;
0.4;;;;;
1057;;;;;
4.38;;;;;
0.7;;0.36;1.6;0;0
0.5;8.44;5.7;;0;0
9.5;;;;;
1;;;;;
0.198;;;;;
7.9;;;;;
0.7;;;;;
1.4;7.25;0.44;0.8;0;0
0.33;6.74;0.53;;0;0
0;;;;;
0.71;6.82;16.33;0.01;1;1
0.5;7.52;0.52;0.52;0;0
0.36;6.8;15.94;0.01;1;0
5.9;;;;;
0.23;6.77;11.08;0.01;1;0
5.94;;0.3;0.21;0;0
0.8;7.4;0.34;0.6;0;0
0.66;7.02;0.34;1.4;0;0
0.29;6.94;13.8;;1;0
7.4;;;;;
7;;;;;
1.89;7.7;0.1;0.61;0;0
1.5;;;;;
0.3;6.91;2;;0;0
5.9;;;;;
0.25;6.89;0.339;1.2;0;0
1.02;6.96;9.61;0.01;1;
;;0.9;;1;0
0.23;7.81;0.34;;0;0
0.2;;;;;
0.229;7.23;12.66;;1;1
1.2;;;;;
1;;;;;
0.64;7.73;1.7;;0;0
0.2;;;;;
0.5;7.66;0.83;0.22;0;0
0.6;7.76;183;0.01;0;0
0.1;7.51;1.49;0.04;0;0
0.19;6.76;0.88;;1;0
0.13;7.03;1.31;;0;0
0.2;7.53;0.47;0.01;1;0
;;;;;
;;;;;
0.7;;;;;
;;;;;
1.3;;;;;
1.91;7.34;0.339;0.87;0;0
0.8;7.18;4.13;0.01;1;1
1.55;6.93;0.63;1.85;0;0
;;;;;
1.4;7.02;0.339;1.2;0;0
0.3;;;;;
0.1;6.26;4.16;0.01;1;1
2.45;6.45;0.339;0.82;0;0
0.3;;;;;
;;;;;
0.6;;;;;
3.7;;;;;
2.8;;;;;
0.557;6.76;1.92;0.74;0;0
0.1;;;;;
0.45;6.08;112;0.01;1;
5.5;;;;;
5.1;;;;;
0;;;;;
0.9;3.62;0.34;1.59;0;0
0.4;5.91;0.41;2.1;0;0
5800;6.19;0.34;;;0
1.94;;;;;
0.3;;;;;
0.7;;;;;
;;;;;
2.2;6.95;0.34;0.5;0;0
0.64;6.81;0.35;0.95;0;0
0.43;7.49;41;;1;1
6.1;;;;;
1.1;7.31;64.6;;;
0;;;;;
;;;;;
0;;;;;
0;;;;;
0.18;7.06;0.34;;1;1
110;7.17;0.34;;0;0
0;;;;;
0.73;7.87;18.6;;;
0;;;;;
0;;;;;
0;;;;;
0.12;7.68;2.89;;1;1
0.75;7.11;15;;;
0;;;;;
0.312;6.6;0.36;2.7;0;0
0.09;6.91;0.339;1.11;0;0
5.7;;;;;
;;;;;
1.8;;;;;
;6.37;1.64;0.3;0;0
;7.52;0.2;0.4;0;0
6.6;;;;;
0.7;;;;;
4.4;;;;;
1.5;;;;;
2.3;;;;;
0.02;;;;;
;;;;;
4.5;;;;;
;;;;;
;;;;;
0.3;;;;;
0.1;;;;;
;;;;;
0.5;;;;;
2.2;;;;;
6.8;;;;;
0.8;;;;;
2.9;;;;;
0.9;;;;;
5;;;;;
0.23;;;;;
0.25;;;;;
0.26;;;;;
0.32;;;;;
1.3;;;;;
0.31;;;;;
0.6;;;;;
0.25;;;;;
;;;;;
0.1;;;;;
0.3;;;;;
3.5;;;;;
0.9;;;;;
5.4;;;;;
0.42;;;;;
0.2;;;;;
0.21;;;;;
14;;;;;
3.9;;;;;
0.22;;;;;
0.8;;;;;
4.7;;;;;
0.49;;;;;
0.45;;;;;
0.42;;;;;
0.3;;;;;
1.2;;;;;
0.3;;;;;
0.33;;;;;
0.43;;;;;
0.58;;;;;
0.33;;;;;
0.43;;;;;
0.29;;;;;
0.27;;;;;
0.31;;;;;
2.8;;;;;
0.32;;;;;
0.27;;;;;
0.25;;;;;
0.24;;;;;
0.34;;;;;
3.7;7.83;0.02;0.1;0;0
4.2;7.75;0.02;0.1;1;0
0.7;;;;;
1.8;;;;;
2.2;;;;;
1.2;;;;;
3;;;;;
2.3;;;;;
0.5;;;;;
1;;;;;
5.1;;;;;
3.6;;;;;
3.4;;;;;
0.5;;;;;
9.4;;;;;
2.5;;;;;
1.1;;;;;
0;;;;;
;;;;;
4.2;;;;;
2.1;;;;;
1.1;;;;;
1.5;;;;;
0.94;;;;;
6.2;;;;;
2.17;;;;;
2.3;;;;;
0.25;;;;;
3.45;;;;;
0.54;;;;;
1.6;;;;;
;;;;;
1.27;;;;;
;;;;;
3.6;;;;;
;;;;;
0.11;;;;;
5.05;;;;;
0.5;;;;;
0.64;;;;;
0.4;;;;;
0.962;;1.05;;1;0
0.15;;;;;
3.8;;;;;
0;;;;;
1.6;;;;;
0.2;;;;;
2.87;;;;;
12.2;;;;;
3.49;;;;;
1;;;;;
0.96;;;;;
0.91;;0.27;1.22;0;0
0.82;;38.2;;1;
0.5;;0.1;1.79;0;0
0.59;;42.7;;1;1
36.2;;;;;
0.5;;0.63;;1;0
19.4;;0.19;;0;0
0.5;;0.13;1.84;0;0
2.34;;8.8;;1;1
0.007;;;;;
0.64;;0.62;1.43;0;0
0.5;7.38;65.4;;1;1
0.4;;;;;
2.6;6.11;2.11;;0;0
0.3;;8.98;;1;1
0.7;;;;;
0.6;;;;;
0.9;;;;;
0.6;;;;;
8.53;;;;;
3;;;;;
5.6;;;;;
8.17;;;;;
1.6;;;;;
0.031;;;;;
0.23;7.23;0.74;2.6;1;1
6.44;7.32;0.5;;1;
0.5;6.87;1.06;;1;0
0.2;;;;;
0.7;;;;;
1.3;7.09;0.34;1.2;0;0
0.77;7.37;0.24;0.71;0;0
9.9;;;;;
;;;;;
5.1;;;;;
9.3;;;;;
3.8;;;;;
2.5;5.8;7.25;;1;0
1.4;;;;;
11.9;;;;;
;;0.2;;1;0
0.6;;;;;
0.2;;;;;
0.6;7.82;0.34;;1;0
0.8;;;;;
0.6;;;;;
1.1;;;;;
1.2;;;;;
;;;;;
0.73;8.47;0.34;1.17;1;0
0.34;6.63;12.5;;1;0
0.44;6.12;0.339;1.43;0;0
1.02;6.08;15.7;0.01;1;1
1.98;7.02;1.04;1.27;0;0
0.09;6.76;1.2;;0;0
0.29;6.97;1.5;;0;0
2.1;;;;;
1.8;;;;;
0.6;;;;;
2.3;4.66;0.32;;0;0
6.2;;;;;
0.6;;;;;
5.7;;;;;
7.2;;;;;
1.3;;;;;
0;;;;;
;;;;;
4.61;6.03;0.39;;0;0
0.75;7.6;0.34;1.4;0;0
0.34;6.69;0.72;2.57;0;0
0.31;7.14;0.34;1.49;0;0
3.5;7.21;39;;;
5600;6.18;0.34;;1;1
0;;;;;
0;;;;;
0.47;7.06;0.46;1.39;0;0
0.09;6.26;4.11;;1;1
0.5;6.94;0.55;0.56;0;0
0;;;;;
1.3;;;;;
11;;;;;
;7.28;0.2;0.5;0;0
;7.39;1;0.6;0;0
0.05;;;;;
4;;;;;
0.7;;;;;
2.1;;;;;
0.1;;;;;
4.4;;;;;
1.5;;;;;
0.3;;;;;
0.3;;;;;
0.1;7.63;0.48;;0;0
0.7;;;;;
;;;;;
;;;;;
0.3;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
4.8;;;;;
0.5;;;;;
0.4;;;;;
20.4;;;;;
0.19;;;;;
0.25;;;;;
0;;;;;
0.3;;;;;
0.5;;;;;
0.1;;;;;
6.6;;;;;
0.25;;;;;
0.32;;;;;
0.26;;;;;
0.3;;;;;
8.5;;;;;
2.8;;;;;
0.23;;;;;
0.25;;;;;
0.26;;;;;
0.26;;;;;
0;;;;;
5.8;;;;;
3.3;;;;;
2.6;;0.47;;1;0
5.1;;;;;
0.5;;;;;
0.25;;;;;
0.8;;;;;
0.52;;;;;
0.32;;;;;
1.3;;;;;
0.48;;;;;
0.34;;;;;
0.3;;;;;
0.26;;;;;
0.33;;;;;
0.19;;;;;
0.52;;;;;
0.43;;;;;
0.29;;;;;
0.38;;;;;
0.31;;;;;
0.3;;;;;
1.7;;;;;
0.34;;;;;
0.25;;;;;
0.25;;;;;
0.4;;;;;
0.25;;;;;
0.25;;;;;
0.3;;;;;
1.2;;;;;
0.26;;;;;
0.9;;;;;
0.34;;;;;
0.3;;;;;
0.6;;;;;
0;;;;;
1.3;;;;;
1.7;;;;;
0.8;;;;;
17.6;;;;;
0.9;;;;;
13.5;;;;;
4.9;;;;;
1.2;;;;;
0.47;;;;;
0.9;;;;;
0.81;;;;;
0;;;;;
1.3;;;;;
1;;;;;
2.3;;;;;
1.99;;;;;
0.5;;;;;
1.71;;;;;
1.18;;;;;
0.5;;;;;
0.5;;;;;
0.49;;;;;
3.6;;;;;
1.49;;;;;
3.86;;;;;
0.4;;;;;
1.9;;;;;
1.1;;;;;
0.8;;;;;
;;;;;
2.04;;;;;
1.4;;;;;
8.1;;;;;
0.71;;;;;
0.2;;;;;
0.77;;;;;
3.5;;;;;
2.19;;;;;
1.23;;;;;
0.48;;;;;
2.17;;;;;
0.92;;;;;
14.31;;;;;
0.022;;;;;
0.5;;0.25;;0;0
2.4;;;;;
0.019;;;;;
0.007;;;;;
0.024;;;;;
0.9;;;;;
1.2;;;;;
8.21;;;;;
1.7;;;;;
0.72;;5.74;;1;
1.2;;;;;
0.017;;;;;
27.1;8.31;1.94;;0;0
1.2;;;;;
22.3;6.44;0.37;;0;0
4.69;6.51;0.85;;0;0
0.5;7.02;0.38;0.93;0;0
19.1;6.28;0.4;;0;0
0.5;6.81;0.8;;0;0
0.41;6.42;0.34;;0;0
0.5;7.38;0.7;0.44;0;0
0.29;;0.09;1.9;0;0
4.68;6.13;11.43;0.01;1;0
0.81;6.93;0.34;1.6;0;0
1.1;7.42;2.62;0.01;1;1
0.62;6.99;0.42;1;1;0
0.77;;0.15;0.71;0;0
0.29;;7.04;;0;0
0.001;;0.1;0.81;0;0
18.61;6.09;0.86;0.01;1;1
;;;;;
0.23;7.17;2.06;;0;0
11;;;;;
1.8;6.51;0.1;1.56;0;0
0.29;6.92;12.1;;1;1
5.9;;;;;
0.33;7.53;0.34;0.07;0;0
;;;;;
1.6;;;;;
0.01;7.69;0.34;1.41;0;0
1.1;;;;;
0.6;;;;;
0.1;7.04;0.34;;0;0
1.2;;;;;
1;;;;;
0.68;8.26;0.34;1.62;0;0
0.8;;;;;
3.2;;;;;
0.8;;;;;
0.5;;;;;
;;;;;
0.79;7.05;0.55;1.15;0;0
;;;;;
;;;;;
0.1;5.79;0.44;;0;0
0.5;7.97;4.15;0.01;;
0.51;6.25;78.2;;1;
2.59;6.12;5.55;;0;0
0;;;;;
0.9;6.49;78;0.01;1;
;;;;;
6.3;;;;;
8;;;;;
0.8;;;;;
1.5;5.15;0.37;1.85;0;0
0.9;;;;;
0.8;;;;;
1.2;;;;;
0.31;7.03;0.12;1.73;0;0
;;;;;
0;;;;;
0;;;;;
0;;;;;
;;;;;
0;;;;;
0;;;;;
;;;;;
11400;6.16;0.62;;1;
0.51;7.52;31.6;;;
1.3;;;;;
0;;;;;
6.38;7.39;13.4;;;
0;;;;;
0.3;7.59;4.79;;1;1
0;;;;;
0;;;;;
0.3;;;;;
0.39;6.86;14;;;
3.32;;;;;
1.56;6.32;12;;1;0
1.9;;;;;
3.4;;;;;
1.9;;;;;
4.1;;;;;
3.9;;;;;
3.5;;;;;
0.6;;;;;
;7.8;0.81;0.5;0;0
3.5;;;;;
1;;;;;
;;;;;
0.3;;;;;
;;;;;
2.47;7.5;0.5;;0;0
;;;;;
;;;;;
10;;;;;
;;;;;
;;;;;
0.5;;;;;
10.8;;;;;
0.7;;;;;
0.9;;;;;
0.4;;;;;
1.6;;;;;
1.06;6.9;0.7;;1;1
1.3;;;;;
0.5;;;;;
0.23;;;;;
0.33;;;;;
2.1;;;;;
0.32;;;;;
0.3;;;;;
0.14;;;;;
5;;;;;
0.29;;;;;
0.39;;;;;
0.29;;;;;
3.55;;;;;
2.5;;;;;
0.02;;;;;
3;;;;;
0.34;;;;;
0.17;;;;;
3.1;;;;;
0.32;;;;;
0.19;;;;;
0.25;;;;;
0.27;;;;;
3;;;;;
0.18;;;;;
4.6;;;;;
8.4;;;;;
0;;;;;
0.37;;;;;
0.19;;;;;
0.7;;;;;
0.24;;;;;
0.2;;;;;
0.57;;;;;
0.2;;;;;
0.53;;;;;
10;;;;;
0.35;;;;;
0.14;;;;;
0.32;;;;;
0.32;;;;;
0.48;;;;;
0.33;;;;;
0.49;;;;;
0.3;;;;;
3.1;;;;;
0.3;;;;;
0.21;;;;;
0.21;;;;;
0.38;;;;;
0.21;;;;;
0.43;;;;;
7.1;;;;;
0.24;;;;;
0.8;;;;;
2.6;;;;;
0.2;;;;;
2.4;;;;;
0;;;;;
0.8;;;;;
3.4;;;;;
0.8;;;;;
1.9;;;;;
6.55;;;;;
1;;;;;
0.6;;;;;
0.3;;;;;
1.1;;;;;
0;;;;;
3.6;;;;;
;;;;;
0.39;;;;;
2.94;;;;;
1.1;;;;;
0.3;;;;;
2.06;;;;;
4.33;;;;;
1.6;;;;;
0.82;;;;;
4;;;;;
1.8;;;;;
0.1;;;;;
13.3;;;;;
;;;;;
1.18;;;;;
0.98;;;;;
0.034;;1.59;;0;0
2.21;;;;;
0.056;;;;;
10.7;;;;;
0.38;;;;;
1.35;;;;;
0.9;;;;;
0.013;;;;;
0.15;;;;;
0.015;;;;;
0;;;;;
0.39;;;;;
11.2;;;;;
;;0.1;0.25;0;0
2.2;;;;;
0.2;;;;;
0.1;;;;;
0.012;;;;;
2.9;;;;;
0.54;;0.8;0.16;1;1
0.52;;3.02;;1;1
2.3;;;;;
11.19;;;;;
9.34;;;;;
0.8;;;;;
0.5;;;;;
0.1;;;;;
6.9;;;;;
0.55;;;;;
0.6;;;;;
;;;;;
0.5;;;;;
0.3;7.16;6.73;;0;0
7.5;;;;;
20.2;8.25;0.49;0.4;0;0
3.8;6.02;0.34;0.6;0;0
7.43;7.46;0.4;;;0
0.61;6.89;305;;1;1
0.36;7.15;4.51;0.01;1;
0.75;6.9;0.34;1.59;0;0
4.1;;;;;
0;;;;;
0.24;7;0.339;;1;0
0.29;6.67;13;0.009;1;0
9.8;;;;;
1.7;;;;;
8;;;;;
0.1;7.16;1.4;;0;0
1.55;7.76;0.34;0.94;0;0
1.09;7.47;0.34;5.16;0;0
0.12;8.05;0.34;;1;0
1;;;;;
0.58;7.51;186;0.01;0;0
0.5;8.26;1.53;0.03;0;0
0.58;;;;;
0;;;;;
0;;;;;
0;;;;;
6.03;6.88;0.45;0.9;0;0
0.5;;0.1;;0;0
0.37;7.9;860;0.01;0;0
0.59;8.37;0.34;;0;0
0.41;7.08;72.2;;1;1
0.57;8.16;278;;0;0
0.57;7.7;53.9;0.01;1;1
0.6;;;;;
0.37;6.14;8.18;;1;
0.8;;;;;
0.92;7.23;0.35;1.3;0;0
;;;;;
;;;;;
0.6;;;;;
0.53;7.26;0.34;2.88;0;0
0.86;7.08;0.44;1.95;0;0
0.12;5.83;0.339;1.47;0;0
2.67;;;;;
;;;;;
0.532;6.35;2.8;0.01;1;1
0.09;6.9;1.63;;0;0
;;;;;
0.5;;;;;
1.6;;;;;
1.7;;;;;
2.9;;;;;
2.7;4.84;0.45;;0;0
2.7;;;;;
7.8;;;;;
0.29;6.62;0.6;0.51;0;0
0.27;5.73;0.66;;0;0
1.2;;;;;
5;;;;;
0.3;;;;;
0.37;7.3;245;;1;1
;;;;;
0.6;7.4;48.1;;;
100;7.45;0.34;;1;1
0;;;;;
5.9;6.5;0.34;0.04;0;0
0.1;7.78;18.8;;;
0.1;;;;;
1.9;7.23;0.8;1.84;;
0.12;7.04;0.34;;1;0
0;;;;;
0.16;7.08;0.33;1.16;0;0
0;;;;;
0;;;;;
0;;;;;
1.07;7.14;0.48;1.89;0;0
0.723;7.32;10.5;0.44;0;0
1.4;;;;;
1;;8;;1;0
1;;;;;
1.7;;;;;
1.7;;;;;
1.3;;;;;
1.4;;;;;
4.2;;;;;
0.3;;;;;
;;;;;
;;;;;
0.26;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
0.3;;;;;
4.3;;;;;
1.7;;;;;
0.5;;;;;
5.8;;;;;
0.83;8;0.61;;0;0
0.2;;;;;
0.34;;;;;
0.23;;;;;
0.3;;;;;
0.32;;;;;
17.5;;;;;
0.26;;;;;
1.5;;;;;
0.2;;;;;
;;;;;
0.23;;;;;
2.3;;;;;
0.33;;;;;
1.4;;;;;
0.23;;;;;
3.4;;;;;
0.22;;;;;
0.31;;;;;
0.26;;;;;
0.28;;;;;
0.34;;;;;
0.28;;;;;
5.9;;;;;
5;;;;;
0.28;;;;;
0.18;;;;;
0.8;;;;;
0.26;;;;;
0.25;;;;;
0.25;;;;;
0.37;;;;;
0.39;;;;;
5.9;;;;;
0.18;;;;;
0.29;;;;;
0.1;;;;;
0.22;;;;;
0.53;;;;;
0.51;;;;;
0.41;;;;;
0.6;;;;;
0.26;;;;;
6;;;;;
0.32;;;;;
0.25;;;;;
1.1;;;;;
0.22;;;;;
0.41;;;;;
0.27;;;;;
0.27;;;;;
0.36;;;;;
1;;;;;
2.3;;;;;
2;;;;;
1.4;;;;;
0;8.2;9.3;;1;1
3.8;;;;;
3.4;;;;;
12.9;;;;;
0;;;;;
3.6;;;;;
7.4;;;;;
2.7;;;;;
1.3;;;;;
1.1;;;;;
0.1;;;;;
2;;;;;
2.18;;;;;
4.03;;;;;
2.5;8.3;0.21;0.69;0;0
0;;;;;
4.9;;;;;
3.7;;;;;
4.31;;;;;
1;;;;;
14.3;;;;;
3.05;;;;;
2.41;;;;;
;;;;;
;;;;;
1.4;;;;;
1.79;;;;;
;;;;;
0.29;;;;;
0.048;;1.13;;1;0
;;;;;
;5.83;0.28;1.64;0;0
1.25;;;;;
0.3;;;;;
3.45;;;;;
1.7;;;;;
0.8;;;;;
0.2;;;;;
6;;;;;
2.2;;;;;
1.6;;;;;
5.1;;;;;
0.9;;;;;
1.29;;;;;
6.1;;;;;
0.098;;;;;
0.021;;;;;
;;;;;
0.001;;0.73;0.28;0;0
0.007;;;;;
2.8;;;;;
0.47;;0.1;1.86;0;0
0;;;;;
0.5;;0.45;0.41;0;0
2.1;;;;;
0.02;;;;;
1.2;;;;;
1.3;;;;;
1;;;;;
4.1;;;;;
0.9;;;;;
7.19;;;;;
0.57;7.31;1.71;1.12;0;0
2.04;7;0.34;;0;0
0;;;;;
4.5;;;;;
0.01;;;;;
3.72;5.75;0.34;0.4;0;0
3.74;5.88;2.23;;0;0
20.3;6.37;0.5;0.08;0;0
5.94;8.62;0.23;;1;1
0.95;;0.5;0.8;1;0
0.3;;;;;
3.17;7.32;51.2;0.01;1;
0.75;6.75;0.34;1.24;0;0
;;;;;
;;;;;
0.29;6.8;0.09;1.38;0;0
3.1;;;;;
0.7;7.53;0.34;1.1;0;0
1.53;7.64;0.33;1.2;0;0
0.56;7.94;7.14;0.01;1;
0.1;6.98;0.69;;0;0
1.07;7.63;0.34;1.04;0;0
0.1;;;;;
0.45;7.82;80;0.01;1;
0.48;;;;1;1
0.31;7.67;40.07;;0;0
0.51;7.12;0.54;0.01;0;0
0.44;8.11;0.48;1.2;0;0
2.6;;;;;
0.49;7.56;0.54;;1;0
0.48;8.06;83.6;0.01;1;1
0.7;;;;;
2.5;6.52;1.69;;0;0
0.7;7.36;8.16;0.01;1;
0.3;;;;;
;;;;;
0.85;7.09;0.36;1.08;0;0
0.5;;;;;
0.29;6.82;47.5;;1;0
0.5;;;;;
3.8;;;;;
0.8;;;;;
5;;;;;
0.1;;;;;
0.9;;;;;
0.5;;;;;
1;4.63;0.53;;0;0
;;;;;
1.3;;;;;
;;;;;
0;;;;;
0.1;6.75;0.8;1.95;0;0
0.57;5.25;28.9;0.55;0;0
0.3;7.17;0.34;;0;0
0;;;;;
0.57;6.86;0.54;1.4;0;0
4.5;7.22;0.48;1.6;0;0
0.72;7.64;0.72;;0;0
7.72;6.29;0.81;;0;0
0;;;;;
0;;;;;
1.43;;;;;
0.09;6.6;14.8;;0;0
0;;;;;
1.45;6.35;0.54;0.89;0;0
;;;;;
0;6.62;0.71;0.01;1;0
35.5;;;;;
3.7;;;;;
4.3;;;;;
0.6;;;;;
0.3;;;;;
0.7;;;;;
;7.2;1.1;0.3;0;0
5.69;;0.23;;0;0
;;;;;
;;;;;
;;;;;
;;;;;
0.5;;;;;
;;;;;
0.4;;;;;
;;;;;
0.03;;;;;
;;;;;
2.23;6.72;0.49;;0;0
3;;;;;
0.01;6.61;0.29;;0;0
0.3;;;;;
;;;;;
0.3;;;;;
;;;;;
17.3;;;;;
0.39;;;;;
0.2;;;;;
0.2;;;;;
1.1;;;;;
0.35;;;;;
0.34;;;;;
;;;;;
0.31;;;;;
3.9;;;;;
4.1;;;;;
1.4;;;;;
0.23;;;;;
0.26;;;;;
1.9;;;;;
0.7;;;;;
0.27;;;;;
4.3;;;;;
0.4;;;;;
0.9;;;;;
0.2;;;;;
0.26;;;;;
1.3;;;;;
0.22;;;;;
0.31;;;;;
0.18;;;;;
0.27;;;;;
0.34;;;;;
0.34;;;;;
0.5;;;;;
0.28;;;;;
6.5;;;;;
0.3;;;;;
0.33;;;;;
0.44;;;;;
0.53;;;;;
1.4;;;;;
0.43;;;;;
0.48;;;;;
0.52;;;;;
0.3;;;;;
0.33;;;;;
2.3;;;;;
0.19;;;;;
0.5;;;;;
0.25;;;;;
0.25;;;;;
0.28;;;;;
1.2;;;;;
3.5;;;;;
3.3;;;;;
0.7;;;;;
0.7;;;;;
0;;;;;
0.6;;;;;
1;;;;;
6.3;7.33;0.02;0.65;1;0
2.1;;;;;
0.8;;;;;
0.8;;;;;
2.2;;;;;
9.5;;;;;
4.7;;;;;
0.8;;;;;
1.3;;;;;
1;;;;;
0.7;;;;;
0.9;;;;;
