Nitrato;pH;Turbidez;CRL;Coliformes;Ecoli
1.8;;;;;
3.9;;;;;
3.6;4.54;0.3;;0;0
1.8;;;;;
0.25;6.44;0.34;1.27;0;0
0.5;;;;;
1.5;;;;;
7.5;;;;;
0.9;4.53;0.69;;1;0
6;;;;;
5.8;6.37;0.35;0.21;0;0
1700;6.73;3.13;;;0
6.1;;;;;
6;;;;;
0.81;7.49;19.9;;;
0.7;;;;;
0.1;7.02;0.63;;1;0
100;7.2;0.39;;1;0
1600;6.75;0.34;;;
0.27;7.38;41.1;;;
0;;;;;
5;6.01;0.34;0.02;1;0
0;;;;;
6.78;7.32;0.36;;0;0
0;;;;;
;;;;;
0;;;;;
0;;;;;
1.37;7.51;12.5;;;
1.2;;;;;
0.42;7.84;18.6;;;
4.2;;;;;
1.49;;;;;
4.2;;;;;
5.5;;;;;
0.05;;;;;
3.8;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
0.3;;;;;
0.3;;;;;
0.3;;;;;
0.5;;;;;
19.8;;;;;
8;;;;;
0.21;;;;;
0.5;;;;;
0.8;;;;;
0.25;;;;;
0.24;;;;;
5.3;;;;;
0.21;;;;;
6.1;;;;;
3.7;;;;;
0.1;;;;;
0;;;;;
2.45;6.6;0.5;;0;0
0.2;;;;;
0.24;;;;;
1.7;;;;;
0.2;;;;;
0.3;;;;;
5.4;;;;;
0.26;;;;;
0.26;;;;;
4.7;;;;;
0.2;;;;;
0.48;;;;;
0.8;;;;;
0.25;;;;;
0.62;;;;;
0.27;;;;;
0.28;;;;;
0.29;;;;;
0.26;;;;;
0.45;;;;;
0.41;;;;;
0.29;;;;;
0.57;;;;;
0.27;;;;;
0.42;;;;;
0.44;;;;;
0.35;;;;;
0.34;;;;;
0.3;;;;;
0.34;8;0.68;0.65;0;0
0.47;;;;;
0.2;;;;;
0.37;;;;;
1.1;;;;;
0.31;;;;;
2.5;;;;;
1.7;;;;;
0.7;;;;;
0.8;;;;;
1.7;;;;;
1.2;;;;;
5.3;;;;;
2.5;;;;;
1;;;;;
0.9;;1.7;;1;0
2.4;;;;;
0.11;;;;;
2.6;;;;;
3.6;;;;;
1.14;;;;;
13.4;;;;;
2;;;;;
1.07;;;;;
1.99;;;;;
0.3;;;;;
0.16;;;;;
0.6;;;;;
3.5;;;;;
3.3;;;;;
0.4;;;;;
1.43;;;;;
1.03;;;;;
1;;;;;
0.93;;;;;
3;;;;;
0.72;;;;;
8.24;;;;;
1.1;;;;;
5.3;;;;;
6;;;;;
1.8;;;;;
;;;;;
;;;;;
0.79;;;;;
0;;;;;
;;;;;
0.458;;0.97;;0;0
14.2;;0.1;;0;0
0.5;;5.91;;1;1
5.3;;0.45;1.12;0;0
18.3;;1.86;;1;1
0.02;;;;;
0.017;;;;;
0.2;;;;;
;;;;;
0.5;7.01;0.3;1.69;0;0
0.5;7.22;82;;1;1
0;;;;;
0.5;;1.09;0.32;0;0
1.4;;6.95;;1;1
0.9;;;;;
1.13;7.48;143;0.06;1;1
0.026;;;;;
3.14;;;;;
0.3;;;;;
1;;;;;
0.5;;;;;
0.014;;;;;
0.8;;;;;
4.2;;;;;
5.08;7.63;42.6;;0;0
0.84;7.1;70.4;0.01;1;
1.21;;0.5;0.8;0;0
0.23;7.47;0.63;0.32;0;0
0.5;7.44;3.89;0.06;1;1
0.29;;;;0;0
0.54;7.17;48.3;0.01;1;
1.28;7.41;0.44;0.44;0;0
0.6;;;;;
;;;;;
0;;;;;
1.4;;;;;
0;;;;;
0.15;7.49;;;0;0
0.1;7.79;0.34;;1;0
0.26;6.91;0.88;0.01;1;1
0.6;;;;;
0.85;6.29;29.2;;1;1
0.001;8.29;1.82;0.32;0;0
0.46;7.41;0.34;0.2;0;0
0.26;7.23;1.75;0.39;0;0
0;;;;;
0.57;8.21;50.7;0.01;1;0
;;;;;
0.9;;;;;
200;6.85;0.99;0.01;0;0
0.76;;0.34;0.8;0;0
0.8;;;;;
0.15;;;;;
1.5;6.16;0.34;1.64;0;0
7.2;;;;;
1.1;;;;;
0.82;6.49;0.79;0.96;0;0
5.1;;;;;
3;;;;;
1.7;4.55;0.4;;0;0
7.4;;;;;
0.7;;;;;
4.1;;;;;
0.6;;;;;
0.6;;;;;
4.1;;;;;
5;6.02;0.34;1.76;0;0
0;;;;;
0.36;6.71;0.34;;1;0
0.4;6.87;0.72;2.43;0;0
0.1;;;;;
0.01;;0.34;;0;0
0.49;7.15;0.34;;0;0
0.02;;;;;
0.02;;;;;
21.21;;;;;
4.06;7.34;0.34;1.12;0;0
0;;;;;
0;;;;;
0;;;;;
0.917;;;;;
0.598;7.27;62.4;;;
;;;;;
0.3;;0.1;;0;0
0.703;6.83;16.2;;;
0.794;6.42;0.34;1.17;0;0
0.39;7.29;0.12;1.41;;
0;;;;;
0.7;;;;;
22.4;;;;;
;7.8;0.2;0.3;0;0
0.7;;;;;
3.2;;;;;
6.1;;;;;
0.5;;;;;
4.2;;;;;
;;;;;
0.6;;;;;
;;;;;
;;;;;
;;;;;
0.3;;;;;
;;;;;
0.3;;;;;
0.3;;;;;
2.6;;;;;
2.2;;;;;
0.5;;;;;
0.36;;;;;
5.4;;;;;
0.4;;;;;
0.24;;;;;
1.2;;;;;
0.24;;;;;
0.26;;;;;
0.21;;;;;
1.4;;;;;
0.33;;;;;
0.7;;;;;
;;;;;
;;;;;
0.28;;;;;
0.24;;;;;
0.1;;;;;
5.1;;;;;
0.23;;;;;
24.5;;;;;
0.1;;;;;
1.2;;;;;
12;;;;;
0.28;;;;;
0.33;;;;;
0.52;;;;;
0.25;;;;;
0.42;;;;;
0.9;;;;;
0.3;;;;;
1;;;;;
0.22;;;;;
0.39;;;;;
0.2;;;;;
0.47;;;;;
0.46;;;;;
0.2;;;;;
0.26;;;;;
0.31;;;;;
0.35;;;;;
0.35;;;;;
0.34;;;;;
0.31;;;;;
0.26;;;;;
0.28;;;;;
0.23;;;;;
0.3;;;;;
0.3;;;;;
0.3;;;;;
0.5;;;;;
1.5;;;;;
1.3;;;;;
0.6;;;;;
0.7;;;;;
1.7;;;;;
2.3;;;;;
0.8;;;;;
0.14;;;;;
1;;;;;
1;;;;;
3;;;;;
0.7;;;;;
2.8;;;;;
0.8;;;;;
1.5;;;;;
4.93;;;;;
1.1;;;;;
0.4;;;;;
2.6;;;;;
;;;;;
1;;;;;
1.46;;;;;
0.55;;;;;
2.09;;;;;
2.6;;;;;
2.9;;;;;
1;;;;;
1.5;;;;;
;;;;;
;;;;;
0.4;;;;;
2.4;5.58;3.41;;1;1
2.83;;;;;
3.36;;;;;
11.11;;;;;
3.3;;;;;
0.045;;;;;
0.9;;;;;
0.7;;;;;
0.003;;;;;
3.3;;;;;
0.3;;;;;
0.22;;;;;
0.46;;;;;
1.03;;;;;
1;;;;;
0.63;;;;;
1.46;;;;;
0.5;;1.44;0.43;0;0
0.7;;0.41;1.71;0;0
;;;;;
0.68;;0.37;1.98;0;0
0.5;;16;;1;1
0.7;;36.7;;1;1
13.9;;1.32;;1;0
0.015;;;;;
12.7;;;;;
0.012;;;;;
0.86;;0.1;;1;1
0.011;;;;;
2.4;;;;;
0.79;;45.8;;1;1
0.4;;;;;
0.9;;;;;
2.1;5.73;1.2;;1;0
0.5;;;;;
0.55;;3.2;;1;1
0.5;7.7;18.9;;1;1
;7.48;1.39;;0;0
7.02;;;;;
1.5;;;;;
0.098;;;;;
8.52;;;;;
2.3;;;;;
1.9;;;;;
0.3;;;;;
0.8;;;;;
0.74;7.08;0.34;3.4;0;0
0.5;7.34;0.56;1.61;0;0
0.72;6.6;7.42;0.01;1;1
0.67;7.06;0.34;1.4;0;0
0.8;;;;;
0.87;7.1;0.34;0.8;0;0
0.29;6.86;0.1;;0;0
0.29;6.7;0.1;0.009;1;0
0;;;;;
9.6;;;;;
1.2;;;;;
0.1;;;;;
10;;;;;
0.38;7.37;0.43;0.01;1;0
0.49;7.06;0.339;1.04;0;0
0;;;;;
0.57;7.46;150;0.01;0;0
0.23;7.28;0.34;;0;0
;0.53;0.38;;0;0
0.5;;;;;
0.4;;;;;
2.33;6.79;0.63;1.48;0;0
0.3;7.7;0.77;1.04;0;0
0.9;;;;;
6.3;;;;;
1;;;;;
0.72;7.4;0.34;1.68;0;0
360;6.57;0.34;0.01;0;0
;;;;;
0.7;;;;;
1;;;;;
;;;;;
0.09;6.79;3.06;;0;0
0.44;7;0.339;1.12;0;0
0.7;;;;;
0.693;6.44;0.34;1.09;0;0
0.12;6.82;2.55;;1;0
1.3;5.42;0.56;;0;0
2;4.05;5.12;;0;0
0;;;;;
3.8;;;;;
0.64;5.92;0.34;1.09;0;0
1.2;;;;;
2.8;;;;;
1.5;;;;;
1.3;;;;;
0.46;6.35;124;0.01;1;
6.4;;;;;
0.4;;;;;
1.3;;;;;
2.2;;;;;
2.9;;;;;
0.34;6.08;79.6;0.01;1;
0.4;6.53;1.7;0.6;1;0
1.6;6.57;4.8;;1;1
0.05;;;;;
0.24;6.98;1.15;0.06;0;0
1;;;;;
0.51;6.97;0.34;1.03;0;0
0;;;;;
0.1;8.02;530;;;
;;;;;
5340;5.9;0.34;;;0
3800;5.89;1.25;;;0
2.8;;;;;
0;;;;;
0.1;6.99;0.34;;1;0
;;;;;
2640;6.77;0.34;;0;0
0.56;7.04;0.34;1.67;0;0
0;;;;;
0.606;7.42;13;;;
0;6.98;0.5;0.5;0;0
6680;5.87;0.55;;0;0
0.21;7.8;9.79;;;
0.59;7.76;2.73;;1;
0.833;;;;;
0.6;;;;;
1.29;7.23;14;;;
1.26;7.62;12.1;;;
0.536;6.96;13.5;;;
0.53;6.35;44.3;;0;0
0.31;6.98;0.339;1.09;0;0
1.1;;;;;
0.9;;;;;
1.4;;;;;
1.1;;;;;
3.2;;;;;
4.5;;;;;
;7.27;0.2;0.6;0;0
2.3;;;;;
0.3;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
0.5;;;;;
;;;;;
0.1;;;;;
;;;;;
0.3;;;;;
0.5;;;;;
0.35;;;;;
0.6;;;;;
9.4;;;;;
0.22;;;;;
0.37;;;;;
5;;;;;
0.32;;;;;
0.573;;;;;
5;;;;;
5.7;;;;;
0.28;;;;;
0.22;;;;;
3.5;;;;;
0.3;;;;;
0.26;;;;;
0.21;;;;;
0.2;;;;;
1.1;;;;;
0.7;;;;;
0.3;;;;;
0.9;;;;;
0.26;;;;;
0.23;;;;;
0.26;;;;;
0.18;;;;;
0.24;;;;;
0.28;;;;;
0.32;;;;;
1.5;;;;;
0.32;;;;;
0.3;;;;;
1;;;;;
0.8;;;;;
0.4;;;;;
1.1;;;;;
0.37;;;;;
0.42;;;;;
0.36;;;;;
0.22;;;;;
0.48;;;;;
0.47;;;;;
0.53;;;;;
0.24;;;;;
0.46;;;;;
0.25;;;;;
38;;;;;
0.41;;;;;
1.6;;;;;
1.1;;;;;
0.25;;;;;
0.33;;;;;
0.3;;;;;
0.21;;;;;
0.38;;;;;
0.24;;;;;
0.31;;;;;
0.34;;;;;
0.8;;;;;
3;;;;;
2.9;;;;;
0.9;;;;;
9.2;;;;;
6;;;;;
0.7;;;;;
0.2;;;;;
0.6;;;;;
3.6;;;;;
1.5;;;;;
2.2;;;;;
0.5;;;;;
0.9;;;;;
1.3;;7.7;;;
1.92;;;;;
7.9;;;;;
0.6;;;;;
4.6;;;;;
5.7;;;;;
0.4;;;;;
2.1;;;;;
2.96;;;;;
1.65;;;;;
2.1;;;;;
0.5;;;;;
1.1;;;;;
1.27;;;;;
5.9;;;;;
0.8;;;;;
0.163;;;;;
0.7;;;;;
3.18;;;;;
0.42;;;;;
0.34;;;;;
2;;;;;
2.33;;;;;
0.7;;;;;
4.4;;;;;
1.08;;;;;
4.65;;1.01;;1;1
0.8;;3.43;;1;1
1;;1;1.46;0;0
0.36;;1.34;0.36;0;0
14.1;;0.1;;0;0
0.7;;;;;
0.9;;;;;
14.4;;;;;
0.05;;;;;
0.064;;;;;
0.5;;;;;
0.5;7.79;0.26;1.27;0;0
0.39;;1.27;0.85;0;0
0.8;;;;;
0.7;;;;;
0.05;;;;;
0.4;;;;;
3.1;;;;;
9;;;;;
18.19;6.72;0.34;;0;0
17.36;6.09;0.34;;1;1
0.99;6.59;0.35;;0;0
22.28;6.24;0.34;0.4;0;0
0.77;;28.6;0.01;1;1
0.57;7.17;0.49;1.4;0;0
1.2;;;;;
8.88;7.18;0.1;0.59;0;0
8.51;7.44;0.1;0.89;0;0
0.49;7.83;0.61;0.82;0;0
8.6;6.97;0.339;1;0;0
8.25;6.59;0.339;1.8;0;0
11.1;;;;;
4.5;;;;;
1;;;;;
0.4;;;;;
0.61;;0.82;;0;0
7.46;6.67;7.89;;1;1
0.8;;;;;
0.9;;;;;
0.8;;;;;
0.64;7.21;1.5;;0;0
0.52;6.98;0.34;1.76;0;0
0.5;;;;;
0.5;;;;;
0.45;7.59;87.7;0.01;1;
0.9;;;;;
0.45;7.55;47;0.01;1;
;;;;;
0.12;7.28;5.38;;0;0
;;;;;
0.01;7.1;27.3;;0;0
0.5;;;;;
0.7;;;;;
0.7;;;;;
0.1;;;;;
;;;;;
0.13;6.08;4.32;;1;1
0.674;6.45;0.41;1.93;0;0
0.09;7.55;2.44;;0;0
1;;;;;
1.06;6.41;0.34;1.54;0;0
6.2;;;;;
1.3;;;;;
0.4;;;;;
1.3;6.62;1.22;0.28;1;0
;;;;;
2.6;;;;;
;;;;;
0.3;7.55;38.3;;;
0.726;7.31;0.34;;0;0
0;;;;;
0;;;;;
0.45;7.35;14.1;;;
10;;;;;
0.6;;;;;
1.44;7.5;12.3;;;
0.09;6.04;7.79;;0;0
1.4;;;;;
0.8;;;;;
1.5;;;;;
2.7;;;;;
1.4;;;;;
3.2;;;;;
;7.18;0.2;0.7;0;0
0.56;7.6;0.83;;0;0
2.5;;;;;
0.7;;;;;
2.1;;;;;
0;;;;;
0.3;;;;;
;;;;;
;7.04;0.1;0.2;0;0
0.6;;;;;
0.3;;;;;
;;;;;
0.5;;;;;
0.3;;;;;
;;;;;
0.3;;;;;
;;;;;
0.3;;;;;
;;;;;
0.5;;;;;
0.5;;;;;
0.5;;;;;
1.1;;;;;
3.6;;;;;
7.5;;;;;
0.26;;;;;
0.44;;;;;
1;;;;;
5;;;;;
0.32;;;;;
0.12;;;;;
0.19;;;;;
0.7;;;;;
5.2;;;;;
10.5;;;;;
3.2;;;;;
0;;;;;
0.27;;;;;
2.6;;;;;
0.32;;;;;
0.22;;;;;
0.2;;;;;
0.9;;;;;
0.29;;;;;
4.4;;;;;
0.25;;;;;
0.9;;;;;
0.28;;;;;
0.47;;;;;
0.21;;;;;
0.3;;;;;
0.28;;;;;
0.4;;;;;
0.6;;;;;
0.33;;;;;
0.48;;;;;
0.21;;;;;
0.38;;;;;
0.21;;;;;
0.34;;;;;
1.8;;;;;
0.6;;;;;
0.26;;;;;
0.32;;;;;
0.38;;;;;
0.6;;;;;
1.7;;;;;
0.6;;;;;
25;;;;;
2.5;;;;;
7.6;;;;;
0.3;;;;;
0.5;;;;;
0;;;;;
0.3;;;;;
2.1;;;;;
0.2;;;;;
1;;;;;
0.9;;;;;
0.5;;;;;
0.1;;;;;
0.7;;;;;
6.6;;;;;
;;;;;
4.2;;;;;
2.51;;;;;
2.99;;;;;
;;;;;
1;;;;;
1.1;;;;;
1.31;;;;;
0.5;;;;;
;;;;;
0.55;;;;;
0.4;;;;;
;;;;;
0.49;;;;;
0.15;;;;;
0.61;;;;;
0.1;;;;;
0.7;;;;;
0;;;;;
0.003;;;;;
0.071;;;;;
1.06;;;;;
0.86;;;;;
1.2;;;;;
2.58;;;;;
4.4;;;;;
2.71;;;;;
2;;;;;
13.9;;0.54;;1;0
16.9;;0.1;0.34;0;0
0.84;;15.7;;1;1
5.1;;;;;
0.8;6.47;1.84;0;1;0
0.5;;;;;
0.6;;;;;
1.5;;;;;
3.7;;;;;
1;;;;;
2.9;;;;;
0.23;7.18;0.34;;0;0
0.53;8.29;1.82;0.32;0;0
2.89;5.88;0.42;;1;0
0.5;8.18;0.6;0.65;0;0
0.69;6.41;0.34;;1;1
0.68;;0.78;0.92;0;0
6.89;;0.2;0.36;0;0
0.41;7;0.71;;0;0
0.7;6.95;1.3;0.01;1;
0.23;7.04;2.34;;1;0
4;;;;;
0.2;;;;;
1.9;;;;;
0.8;;;;;
0.22;6.65;0.339;;0;0
1;;;;;
0.21;7.98;0.34;0.57;0;0
0.112;7.08;0.5;;1;1
10;;;;;
1.2;;;;;
0.15;7.55;0.35;0.13;0;0
0.5;;1.44;0.2;0;0
0.7;;;;;
0.81;6.87;0.339;;0;0
0.51;7.24;55.5;0.01;1;
4.8;;;;;
0.43;7.51;0.65;6.02;0;0
0.61;7.24;0.47;0.96;0;0
0.8;;;;;
1.7;6.67;4.46;;0;0
0.59;7.11;0.34;;1;1
0.8;;;;;
0.62;7.25;7.37;0.01;1;
1.08;5.77;0.34;1.1;;
0.09;6.48;0.76;1.5;0;0
3.2;6.27;12.8;;1;1
3.96;6.29;0.36;1.61;0;0
0.458;6.26;10.9;0.01;1;1
3;;;;;
0.8;;;;;
1.1;;;;;
2.2;4.64;0.47;;0;0
1.6;4.48;0.57;;0;0
0.8;;;;;
6900;6.22;0.99;;;0
12;4.47;0.34;5;0;0
4.7;7.23;46.1;;;0
1;4.59;0.44;0.03;0;0
12000;6.15;0.43;;;0
0;;;;;
0.8;7.36;0.34;1.76;0;0
0;;;;;
9.564;;;;;
0.7;;;;;
2.4;;;;;
1.5;;;;;
1.5;;;;;
0.8;;;;;
1.8;;;;;
4;;;;;
;7.08;0.2;0.6;0;0
;7.6;0.43;0.5;0;0
1;;;;;
3.7;;;;;
0.3;;;;;
4.8;;;;;
0.4;;;;;
11;;;;;
0.2;;;;;
1.1;;;;;
3.8;;;;;
;7.9;0.85;0.5;0;0
3.1;;;;;
;;;;;
;;;;;
;;;;;
0.3;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
0.5;;;;;
0.02;7.7;0.9;;0;0
6.9;;;;;
0.3;;;;;
0.34;;;;;
0.3;;;;;
0.32;;;;;
0.31;;;;;
0.35;;;;;
;;;;;
0.2;;;;;
5.8;;;;;
0.2;;;;;
;;;;;
;;;;;
4.1;;;;;
;;;;;
6.1;;;;;
0.2;;;;;
19.2;;;;;
2.7;;;;;
1.3;;;;;
1.5;;;;;
0.22;;;;;
0.23;;;;;
0.9;;;;;
2;;;;;
16.6;;;;;
1.1;;;;;
0.26;;;;;
0.4;;;;;
;;;;;
0.25;;;;;
0.23;;;;;
2.2;;;;;
0.53;;;;;
0.5;;;;;
0.47;;;;;
1.9;;;;;
0.37;;;;;
0.26;;;;;
0.33;;;;;
0.2;;;;;
0.4;;;;;
0.26;;;;;
0.21;;;;;
0.25;;;;;
0.27;;;;;
0.28;;;;;
0.34;;;;;
1.3;;;;;
0.8;;;;;
3.5;;;;;
1.9;;;;;
2.2;;;;;
2.4;;;;;
8;;;;;
0.5;;;;;
2.8;;;;;
2.8;7.07;0.02;0.31;0;0
1.3;;;;;
3.2;;;;;
0.2;;;;;
3.1;;;;;
1.8;;;;;
1;;;;;
2.5;;;;;
0.1;;;;;
1.1;;;;;
0.1;;;;;
0.3;;;;;
0.9;;;;;
1.4;;;;;
0.1;;;;;
0.9;;;;;
1021;;;;;
2.34;;;;;
0.36;;;;;
2.28;;;;;
3.42;;;;;
5.2;;;;;
1.7;;;;;
1.49;;;;;
0.1;;;;;
1.1;;;;;
;;;;;
0.5;;;;;
1.7;;;;;
;;;;;
0.4;;;;;
19.7;;;;;
2.1;4.3;0.8;;1;1
7.7;;;;;
3.08;;;;;
0.67;;;;;
0.003;;;;;
1.15;;;;;
5.6;;;;;
0.4;;;;;
0.7;;;;;
0.7;;;;;
0.18;;;;;
0.81;;;;;
0.69;;;;;
1.87;;;;;
;;;;;
0;;;;;
21;;;;;
2.4;;;;;
0.51;;2.29;;1;1
0.003;;;;;
0.036;;;;;
0.245;;0.42;1.66;0;0
;;13.1;0.02;1;1
6.3;;;;;
0.022;;;;;
0.003;;;;;
1.5;;;;;
0.7;;;;;
0.02;;;;;
0.9;;;;;
3.43;;;;;
0.5;6.73;1.16;0.29;0;0
0.5;7.61;0.31;0.2;0;0
0.81;;0.18;0.96;0;0
2.5;;;;;
0.52;7.85;0.18;0.24;1;1
0.9;;;;;
0.3;;;;;
7.3;;;;;
0.91;;15.6;;1;1
;7.35;1.67;;1;0
0.6;7.62;19.9;;1;1
0.89;8.15;52.6;;1;1
2.2;;;;;
5.25;;;;;
0.5;7.97;17.2;;1;1
0.9;;;;;
1.1;7.42;2.62;;1;1
0.23;7.73;0.34;0.4;0;0
0.81;6.43;9.25;;1;0
0.8;;;;;
0.7;;0.54;0.98;0;0
0.015;7.68;2.84;0.52;0;0
0.69;7.27;87.1;0.01;1;
0.74;7.12;0.34;1;0;0
2.06;7.4;0.8;0.31;0;0
0.78;7.08;106;0.01;1;
0.5;7;0.71;0.49;0;0
0.75;6.42;0.34;1.4;0;0
8.4;6.23;0.1;0.009;0;0
0.29;6.9;0.1;0.009;0;0
2.1;;;;;
0.29;6.58;0.21;;0;0
1.61;7.66;0.1;;0;0
7.4;;;;;
0.29;;0.09;1.68;0;0
17.3;;;;;
1.2;;;;;
0.229;6.63;84.8;;0;0
1.08;7.25;0.45;4.05;0;0
0.67;8.78;1.65;0.33;0;0
0.6;7.56;1.86;0.61;0;0
0;;;;;
0;;;;;
0.4;;;;;
0;;;;;
0.1;7.2;0.62;0.71;0;0
1;;;;;
0.14;6.88;0.34;;0;0
0.1;7.3;0.47;;0;0
0.63;7.12;2.2;0.44;0;0
0.1;7.21;0.36;0.07;1;0
0.12;7.23;1.86;;0;0
0.7;;;;;
0.6;;;;;
;;;;;
0.12;7.1;0.5;1.36;0;0
0.68;6.52;13.5;;1;1
0.69;7.54;2.94;0.01;1;
100;7.31;0.34;0.01;0;0
0.566;6.16;0.34;1.74;0;0
0.03;;;;;
0.14;6.79;2.7;;1;0
0.6;;;;;
1.5;;;;;
4;;;;;
0.7;;;;;
3.5;;;;;
0.19;6.66;0.34;1.12;0;0
1.6;;;;;
;;;;;
3.8;;;;;
1.4;4.84;0.64;;0;0
0;;;;;
;;;;;
0.658;7.09;11.8;0.87;0;0
1.6;7.22;0.43;0.55;0;0
0;;;;;
0.3;;;;;
0;;;;;
0.01;;;;;
0.3;;0.26;;0;0
0;;;;;
0;;;;;
0;;;;;
0;;;;;
2.81;;;;;
0.36;7.27;0.12;2.14;0;0
0;;;;;
0;;;;;
0.725;7.19;7.96;;;
1.2;;;;;
0.8;;;;;
1.04;;;;;
3.9;;;;;
0.4;;;;;
;6.97;0.65;0.5;0;0
1.1;;;;;
0.4;;;;;
0.05;;;;;
0.3;;;;;
;;;;;
;;;;;
7.1;;;;;
0.3;;;;;
;;;;;
;;;;;
16.6;;;;;
0.8;;;;;
0.49;;;;;
0.7;;;;;
0.24;;;;;
0.31;;;;;
0.32;;;;;
7.2;;;;;
6.5;;;;;
31;;;;;
0.22;;;;;
0.3;;;;;
;;;;;
;;;;;
5.3;;;;;
1.2;;;;;
0.24;;;;;
0.22;;;;;
0.3;;;;;
0.31;;;;;
0.8;;;;;
0.2;;;;;
0.27;;;;;
1.2;;;;;
0.32;;;;;
0.33;;;;;
0.9;;;;;
3.4;;0.43;;1;1
0.28;;;;;
0.34;;;;;
0.7;;;;;
0.45;;;;;
0.27;;;;;
0.26;;;;;
0.5;;;;;
1.5;;;;;
0.53;;;;;
0.45;;;;;
0.34;;;;;
0.42;;;;;
0.47;;;;;
0.3;;;;;
0.2;;;;;
0.31;;;;;
0.51;;;;;
0.18;;;;;
0.22;;;;;
7.4;;;;;
0.3;;;;;
0.25;;;;;
0.29;;;;;
0.9;;;;;
0.8;;;;;
0.5;;;;;
1.5;;;;;
0.3;;;;;
0.1;;;;;
1.4;;;;;
10;;;;;
1.1;;;;;
0.2;;;;;
5.2;;;;;
24.9;;;;;
2.5;;;;;
0.2;;;;;
0.3;;;;;
6.5;;;;;
0;;;;;
1.1;;;;;
0;;;;;
0.7;;;;;
0.3;;;;;
8.3;;;;;
1.03;;;;;
1.4;;;;;
0.6;;;;;
1.2;;;;;
1.4;;;;;
1.6;;;;;
1.5;;;;;
0.8;;;;;
;;;;;
3.8;;;;;
1;;;;;
6.14;;;;;
0.6;;;;;
0.5;;;;;
1.4;;;;;
3.51;;;;;
1.4;;;;;
0;;;;;
9.6;;;;;
0.6;;;;;
14.4;;;;;
0.098;;0.63;;0;0
1.782;;0.85;;0;0
5.3;;;;;
;;;;;
;;;;;
3.2;;;;;
1.08;;;;;
1.04;;;;;
0.75;;45.1;;1;1
16.9;;0.25;1.38;0;0
0.6;;0.5;1.21;0;0
0.2;;;;;
0.97;;0.1;2.06;0;0
0.4;;;;;
1.4;;;;;
0.1;;;;;
6.4;5.44;1.16;0;0;0
0.5;;;;;
6.2;;;;;
0.7;;;;;
0;;;;;
1.08;;;;;
0.2;;;;;
0.5;7.76;0.62;1.22;0;0
0.84;7.21;0.45;1.24;0;0
0.27;7.59;0.34;;0;0
14.7;7.06;0.46;0.8;1;0
35.8;8.7;4.2;8.2;0;0
4.5;;;;;
0.23;6.88;0.34;3.63;0;0
2.49;6.81;1.02;0.01;1;1
0.65;6.91;0.65;1.59;0;0
0.23;6.89;22.1;;0;0
3.45;6.19;0.35;0.01;;
0.3;;;;;
0.29;;0.29;1.82;0;0
0.53;7.24;3.92;0.01;1;
1.51;7.65;0.1;0.58;0;0
6.6;;;;;
1;;;;;
1.54;7;0.339;0.6;0;0
0.55;7.8;4.76;0.01;1;
0;;;;;
0.36;7.26;5.31;0.01;1;
1.14;6.76;0.46;0.97;0;0
0.8;;;;;
0;;;;;
1.3;;;;;
0.39;7.51;645;0.01;0;0
;;;;;
;;;;;
;;;;;
0.45;7.42;0.34;;0;0
0.66;7;0.34;1.48;0;0
0.63;7.69;8.54;;;
0.24;5.62;0.6;1.77;0;0
0.5;;;;;
0.09;7.05;3.25;;0;0
;;;;;
1.2;;;;;
0;;;;;
1;6.3;524;0.01;1;
0.1;;;;;
0;;;;;
0.5;;;;;
6.9;;;;;
1.2;5.14;0.46;;1;1
6.1;;;;;
8.8;;;;;
0.9;;;;;
0.8;;;;;
;;;;;
5.8;;;;;
;;;;;
0.36;7.11;0.58;0.08;0;0
3;;;;;
1500;6.69;0.87;;;0
0;;;;;
0.1;6.94;0.12;;0;0
0;;;;;
2300;6.73;0.88;;;0
2;7.47;36.5;;;
0;;;;;
0;;;;;
0;;;;;
0.88;6.39;0.339;1.87;0;0
0;;;;;
0.595;7.13;49.2;;;
0.01;6.65;1.9;;;
0.798;6.86;21.7;;;
1.39;7.43;0.339;1.5;0;0
0.18;7.09;19.7;2.1;0;0
2.4;;;;;
1.7;;;;;
1.4;;;;;
2;;;;;
6.1;;;;;
0;;;;;
;;;;;
0.04;;;;;
;;;;;
0.3;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
0.6;;;;;
;;;;;
2.1;;;;;
;;;;;
0.3;;;;;
4.8;;;;;
3.27;;;;;
0.19;;;;;
0.24;;;;;
1;;;;;
0.8;;;;;
0.25;;;;;
1;;;;;
0.29;;;;;
0.3;;;;;
0.17;;;;;
0.3;;;;;
0.88;;;;;
1.3;;;;;
3.1;;;;;
0.9;;;;;
0.8;;;;;
1.1;;;;;
1;;;;;
4.9;;;;;
0.4;;;;;
0.21;;;;;
0.3;;;;;
6.1;;;;;
1.9;;0.54;;0;0
1.4;;;;;
0.27;;;;;
0.28;;;;;
0.42;;;;;
0.4;;;;;
0.32;;;;;
0.4;;;;;
0.46;;;;;
0.3;;;;;
0.24;;;;;
