pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
5.42;0.04;1.7;0;0;0.143108487;1;0;0;0;0;-2.63741;-56.729;3
6.9;0.08;2;0;0;0.001352326;0;1;0;0;0;-4.15002;-42.9477;3
6.2;1.25;1.28;0;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
6.9;0.5;0.4;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
6;0;1.9;1;0;1;0;0;1;0;0;-18.5432;-53.1287;3
6.57;1.52;0.6;0;0;0.279568804;0;1;0;0;0;-8.72618;-35.7942;2
7.6;0.94;2;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.7;0.12;0.78;1;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
7;0.05;1.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
5.2;0.18;2.73;0;0;0.56484405;0;0;1;0;0;-13.7388;-46.8734;1
8.1;0.07;1;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
8;0.36;0.99;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
6;2;0.2;0;0;0.047059784;0;1;0;0;0;-5.0231;-45.001;3
6.98;0.15;;1;1;0.974766433;0;0;1;0;0;-13.7388;-46.8734;1
8;0.59;1.52;0;0;1;0;0;0;1;0;-19.7472;-47.9381;1
7.23;0;0.3;0;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
6.7;0.57;1.09;0;0;0.879600478;0;0;0;0;1;-29.1527;-49.5841;2
7.2;0.11;1.5;0;0;0.35921378;0;1;0;0;0;-5.09194;-42.8034;1
10.26;0.19;1;0;0;0.589397496;0;0;0;0;1;-26.9681;-53.6417;3
7.3;0.38;0.8;0;0;1;0;0;0;1;0;-22.5539;-45.7803;2
6.2;;1;0;0;0.747724979;0;0;0;0;1;-31.7649;-52.3371;2
5.62;0.8;1.01;0;1;0.688557641;0;0;1;0;0;-13.7388;-46.8734;1
6.8;0.6;1.13;0;0;1;0;1;0;0;0;-6.69209;-34.9381;1
6.4;0.11;1.5;0;0;0;0;1;0;0;0;-7.66373;-35.1002;3
6.9;3.5;1.5;0;0;0.824228735;0;0;1;0;0;-9.84977;-57.8139;1
7.28;0.02;0;1;0;0.572403225;0;1;0;0;0;-10.823;-42.7245;1
7.9;0.04;2.5;0;0;0.121641724;0;1;0;0;0;-4.15002;-42.9477;3
6.7;8;1.1;;;0.226305644;0;0;1;0;0;-15.194;-56.3632;1
6.9;1;0.8;1;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
6.5;0.56;0.62;0;0;0.303767235;0;0;0;0;1;-29.1527;-49.5841;2
6;0.38;0.06;0;0;0.071367925;0;1;0;0;0;-5.14252;-45.7877;3
4.1;0.01;0.5;0;0;0.351321063;1;0;0;0;0;-2.63741;-56.729;3
7.2;4;1.12;0;0;0.071838647;1;0;0;0;0;-5.13272;-49.3358;3
5.7;2.1;0.6;0;0;0.255051197;1;0;0;0;0;-2.63741;-56.729;3
6.8;0.62;1.1;0;0;0.158746929;0;0;0;1;0;-23.2544;-47.2927;1
6.3;0.41;1.4;0;0;0;0;0;0;1;0;-23.2544;-47.2927;1
7.4;0.05;1.5;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
7.29;1.2;0.72;0;0;0.044646148;0;1;0;0;0;-14.2044;-44.2744;1
7;1.05;1.17;0;0;0.436819814;0;0;1;0;0;-9.84977;-57.8139;1
6.9;0.3;2;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
6.9;0;0.3;0;0;0.814717406;0;0;0;1;0;-21.338;-47.7324;3
6.25;0.04;0.4;0;0;0.069269678;1;0;0;0;0;-2.63741;-56.729;3
7.3;0.5;0.2;0;0;0.730105076;0;1;0;0;0;-7.35819;-46.6225;3
7.4;0.33;0.9;0;0;0.527410308;0;0;0;0;1;-31.7649;-52.3371;2
4.81;0;1;0;0;0.027220303;1;0;0;0;0;-2.63741;-56.729;3
6.8;2.7;1.14;0;0;0.896423322;0;1;0;0;0;-6.69209;-34.9381;1
6.82;0.7;0.89;0;0;0.810225281;0;0;0;1;0;-20.7994;-41.3948;1
6.8;2.97;2;0;0;0.610329345;0;1;0;0;0;-3.45214;-44.7665;1
6;0.02;2.54;0;0;1;0;0;1;0;0;-15.3235;-57.2204;3
7.12;0.55;0.16;1;0;0.856022048;0;0;0;1;0;-20.6229;-41.6937;1
6.9;0.3;0.74;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
8;0.13;0.41;0;0;1;0;0;0;0;1;-27.0241;-48.6503;1
4.75;0.37;1;1;0;0;0;0;1;0;0;-13.7388;-46.8734;1
6.8;1.13;1.4;0;0;0;0;1;0;0;0;-4.1337;-41.7859;1
7.26;0.7;1.03;0;0;0.536601368;0;0;0;0;1;-27.1659;-53.7166;1
6.6;0.65;1.22;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
6.9;0.38;0.3;;;0.060578932;0;0;1;0;0;-14.3568;-56.9696;3
5.87;0.1;1;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.08;1.5;0;0;0.098141303;0;1;0;0;0;-4.15002;-42.9477;3
6.5;0.07;1;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7.2;0;1.2;0;0;0.45407004;0;0;0;1;0;-22.5347;-42.9895;1
8;5;0.85;0;0;1;0;0;0;0;1;-26.9317;-53.0021;1
7.4;0.5;0;1;0;0.801358808;0;1;0;0;0;-6.36281;-39.2892;2
6.7;0.09;0.38;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
5.1;3.3;0.3;0;0;0.478337959;1;0;0;0;0;-5.80462;-61.2895;3
7.4;0.09;0.5;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
8;0.08;0.3;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
6.03;1.19;1.32;0;0;0.805665945;0;0;1;0;0;-16.0809;-53.559;2
8;0.05;2;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
7.6;0;0.3;0;0;0.023887026;0;0;0;1;0;-19.7472;-47.9381;1
7;0.89;0.89;0;0;0.010995023;0;1;0;0;0;-4.334;-45.581;3
7;1.3;0.2;0;0;0.037244967;0;1;0;0;0;-4.334;-45.581;3
7;0.1;2.04;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
6.8;0.8;0.8;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
6.4;1.11;1.9;0;0;0.527410308;0;0;0;0;1;-31.7649;-52.3371;2
6.8;3.91;1.53;;;0.191260571;0;1;0;0;0;-3.580712;-42.612662;1
6.4;0.6;2.67;0;0;0.03683153;0;0;0;1;0;-20.7668;-41.6734;1
7.32;0.04;2.28;0;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
7.6;0.3;0.5;0;0;0.152800202;0;0;0;1;0;-19.7472;-47.9381;1
7.8;0.08;2;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
8.5;0.08;2;0;0;0.121641724;0;1;0;0;0;-4.15002;-42.9477;3
7.7;0.05;2;0;0;0.574678447;0;1;0;0;0;-4.15002;-42.9477;3
6.9;3.05;1;0;0;0.824228735;0;0;1;0;0;-9.84977;-57.8139;1
7;0;1.3;0;0;0.885194575;0;1;0;0;0;-5.14252;-45.7877;3
7.3;0.09;2.5;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
7.26;3.5;3;0;0;0.85867173;0;0;0;1;0;-18.461;-41.809;1
7.9;0.2;0;0;0;0.017461445;0;0;0;1;0;-22.1809;-47.3841;1
4.55;0;0.5;0;0;0.482542371;1;0;0;0;0;-2.63741;-56.729;3
8.6;1.46;0.2;0;0;0;0;0;0;0;1;-26.9317;-53.0021;1
6.9;1.31;0.87;0;0;0.895952397;0;0;0;0;1;-31.7649;-52.3371;2
6;0.6;0.4;0;0;0.03906362;0;1;0;0;0;-2.12696;-46.1228;3
6.7;0.05;1.5;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
8.1;1.23;1.38;1;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
6.2;0.58;0.1;0;0;0.027318828;0;0;1;0;0;-13.45346;-56.72756;3
7.2;0;1;;0;0.532036659;0;0;1;0;0;-10.8651;-55.1872;1
7.8;0.08;2;0;0;0.098141303;0;1;0;0;0;-4.15002;-42.9477;3
6.7;1.6;1.86;0;0;1;0;0;0;0;1;-26.2495;-49.3831;1
5.74;1;0.1;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.46;1.15;0;0;0.385387711;0;0;0;1;0;-22.5347;-42.9895;1
5.08;1;1;0;0;0.482542371;1;0;0;0;0;-2.63741;-56.729;3
7.8;0.02;1.52;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
7.9;0.04;2;0;0;0.003409785;0;1;0;0;0;-4.25245;-43.0108;3
6.98;3.5;4;0;0;0;0;0;0;1;0;-18.461;-41.809;1
7.2;4.2;1.12;0;0;0.071838647;1;0;0;0;0;-5.13272;-49.3358;3
7.5;0.77;1.82;0;0;0.499262537;0;0;0;1;0;-22.8495;-45.2325;1
7.4;0.04;0.3;0;0;1;0;1;0;0;0;-4.25245;-43.0108;3
8;0;0.4;0;0;1;0;1;0;0;0;-5.74973;-47.3646;3
8;1;1;0;0;0.603251103;0;0;0;1;0;-22.5539;-45.7803;2
7.2;1.23;1.96;0;0;0.087787117;0;0;0;1;0;-22.2713;-46.9481;1
6.5;1.8;0.73;0;0;0.336992722;0;0;0;0;1;-27.0861;-48.616;1
7.87;1.2;0.57;0;0;1;0;0;0;0;1;-27.1659;-53.7166;1
7;0.05;1.33;1;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
6.8;10.06;1.2;1;0;0.896423322;0;1;0;0;0;-6.69209;-34.9381;1
7;1.33;0.4;0;0;1;0;0;0;1;0;-22.2713;-46.9481;1
6;0.65;0.2;0;0;0.754840642;0;1;0;0;0;-2.12696;-46.1228;3
5.84;0.59;1.5;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
6.9;0.04;2.5;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
6.8;0.62;0.25;0;0;0.879600478;0;0;0;0;1;-29.1527;-49.5841;2
5.4;2.92;0.8;0;0;0.069269678;1;0;0;0;0;-2.63741;-56.729;3
0;1.5;;1;0;0;0;0;0;1;0;-22.5036;-45.2792;1
4.6;0.67;0;0;0;0.255051197;1;0;0;0;0;-2.63741;-56.729;3
8.05;0.5;1.72;0;0;0.50937295;0;0;0;0;1;-27.1659;-53.7166;1
8;1.34;5;0;0;0;0;1;0;0;0;-2.12899;-45.8777;3
6.8;3.4;1;0;0;0.497872585;0;1;0;0;0;-7.35819;-46.6225;3
6.9;1.7;1.5;0;0;0.147774043;0;0;0;1;0;-20.9908;-51.2774;3
7.25;1;0.98;1;0;0.037046409;0;1;0;0;0;-8.72618;-35.7942;2
6.3;0.05;1.5;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
8;1;1.97;0;0;0.068043673;0;1;0;0;0;-2.71;-44.7329;3
7;1.61;1.36;0;0;0.13987332;0;1;0;0;0;-2.12899;-45.8777;3
7.5;0.02;0.54;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
5.5;0.53;0.48;0;0;0.013453185;0;0;1;0;0;-13.7388;-46.8734;1
6.8;2.55;0.4;0;0;0.728094721;0;1;0;0;0;-3.45214;-44.7665;1
6.2;1.56;1.22;0;0;1;0;1;0;0;0;-4.22447;-44.7832;3
6.2;0.33;2.13;0;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
7.8;0.08;2;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
7;0.02;0.4;0;0;0.937081315;0;0;1;0;0;-9.84977;-57.8139;1
8.7;0.06;1.65;0;0;0.938613233;0;0;0;1;0;-21.2214;-43.7703;3
7;1;0;0;0;0.145540626;0;0;0;1;0;-21.6175283;-42.8393299;1
6.2;0.07;1.5;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
6.7;0.02;1.84;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
7.4;0.5;1.5;0;0;0.350733518;0;1;0;0;0;-5.09194;-42.8034;1
7.4;0.82;0.9;1;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
7.2;1.1;0.56;0;0;0.18492045;0;1;0;0;0;-7.35819;-46.6225;1
6.46;1.2;0.98;0;0;0.027823291;0;0;1;0;0;-18.4073;-52.549;3
6.8;1.2;1.12;0;0;0.896423322;0;1;0;0;0;-6.69209;-34.9381;1
7.9;0.07;1.5;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
7.05;0.11;1.37;0;0;0;0;0;0;1;0;-22.566;-47.397;3
6.8;0.03;1.5;0;0;0.529922375;0;1;0;0;0;-4.25245;-43.0108;3
7.6;0.48;2;0;0;0.801358808;0;1;0;0;0;-6.36281;-39.2892;2
7.2;0.07;2;0;0;0.003409785;0;1;0;0;0;-4.25245;-43.0108;3
7;3;0.89;0;0;0.287761319;0;1;0;0;0;-3.53639;-43.917;3
7.02;0.14;1.7;0;0;0.96880651;0;0;0;0;1;-28.8314;-49.2352;2
6.8;0.9;1.14;0;0;0.934492896;0;1;0;0;0;-6.69209;-34.9381;1
6.9;2.77;2;0;0;0.567060368;0;1;0;0;0;-4.25245;-43.0108;3
7;0.41;0.54;0;0;0.612789216;0;0;1;0;0;-9.84977;-57.8139;1
7;1.08;1.28;0;0;0.000908019;0;1;0;0;0;-5.14252;-45.7877;3
6.5;0.1;0.2;0;0;1;1;0;0;0;0;-3.13861;-58.4449;3
7.4;0.07;0.3;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
6.29;0.14;1.09;0;0;0.379196279;0;1;0;0;0;-12.8205;-42.7324;1
4.47;1.24;2.34;1;0;0.027922659;1;0;0;0;0;-0.983373;-62.9311;3
7.7;0.34;0;1;0;0.023887026;0;0;0;1;0;-19.7472;-47.9381;1
7.4;0.34;0.3;0;0;0.174728017;0;1;0;0;0;-5.90213;-38.6227;1
6.4;0.64;5;0;0;0.177170162;1;0;0;0;0;-10.8777;-61.9322;3
6.6;0.25;0.8;0;0;0.472805408;0;0;0;1;0;-23.2544;-47.2927;1
6.7;0.97;1.6;0;0;0;1;0;0;0;0;-2.99609;-65.1133;3
6.84;0.97;1.59;0;0;0.009692384;0;1;0;0;0;-12.8205;-42.7324;3
7.3;1.52;0.84;0;0;1;0;1;0;0;0;-9.2556;-36.2983;2
8.5;0.07;2;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
6.8;0.1;1.22;1;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
7.16;0.59;0.55;0;0;0.658907364;0;0;1;0;0;-11.5308;-54.3616;3
4.9;0.59;0.66;0;0;0.18492045;0;1;0;0;0;-7.35819;-46.6225;3
6.8;2.6;1.15;0;0;0.896423322;0;1;0;0;0;-6.69209;-34.9381;1
7.4;0.32;1.2;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
6.9;0.04;0.2;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
6.8;0.05;0.2;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
6.8;2;1.13;0;0;1;0;1;0;0;0;-6.69209;-34.9381;1
6.3;1.72;1.45;0;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
6.6;0.02;0.57;0;0;0.561245323;0;0;0;0;1;-31.7649;-52.3371;2
6.5;0.1;1.5;0;0;0.082475029;0;0;0;1;0;-23.2544;-47.2927;1
5.16;0.04;1.6;0;0;0.143108487;1;0;0;0;0;-2.63741;-56.729;3
6;0.54;0.62;0;0;0;0;1;0;0;0;-1.77614;-46.3002;3
6.8;0.04;0.56;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
8.3;0.05;2;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
7.9;2.04;0.39;0;0;0.026792845;0;0;0;1;0;-21.9091;-49.8986;3
7.11;3.5;0.08;0;0;0.85867173;0;0;0;1;0;-18.461;-41.809;1
5.9;0.08;2;0;0;0.723734469;0;1;0;0;0;-4.25245;-43.0108;3
6;0.36;0;0;0;0.108899124;0;1;0;0;0;-6.44017;-46.1916;3
6.1;0.21;0.79;1;0;0.733350031;0;0;0;0;1;-31.7649;-52.3371;2
7.7;0.04;0.41;0;0;0.418250358;1;0;0;0;0;-2.99609;-65.1133;3
7.4;0.04;1.5;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
7.4;1;1.6;0;0;0.152800202;0;0;0;1;0;-19.7472;-47.9381;1
6.74;0.17;0.3;0;0;0.279568804;0;1;0;0;0;-8.72618;-35.7942;2
6.6;0.64;0.72;1;0;0.824651918;0;0;0;1;0;-22.2269;-50.893;3
6.8;0.81;1;1;0;0.455903202;0;0;0;1;0;-18.7761;-40.9874;1
7;0;1.19;0;0;0.560530475;0;0;1;0;0;-9.84977;-57.8139;1
7.6;0.04;1;1;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
7.8;0.1;0.68;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;3
6.9;0.05;2;0;0;0;0;1;0;0;0;-4.25245;-43.0108;3
4.1;0.42;;0;0;0.738744058;0;1;0;0;0;-3.740367;-43.344034;3
7.4;0.48;0.1;0;0;0.136897913;0;1;0;0;0;-6.36281;-39.2892;2
6;1.08;0.49;0;0;0.70665684;0;1;0;0;0;-5.14252;-45.7877;3
7.96;0.5;0.43;0;0;0.50937295;0;0;0;0;1;-27.1659;-53.7166;1
6.64;0.1;1;0;0;0.843920999;0;1;0;0;0;-14.2044;-44.2744;1
7.6;5.1;0.2;0;0;0.924266072;0;0;0;1;0;-18.8545;-41.9555;1
7.2;3.2;1.11;0;0;0.071838647;1;0;0;0;0;-5.13272;-49.3358;3
6.6;0.56;0.1;0;0;0.013449001;0;0;0;0;1;-31.7649;-52.3371;2
7.4;0.1;5;0;0;0.003319396;0;0;0;1;0;-21.1026;-51.4905;3
6.8;0.14;2;0;0;1;0;0;0;1;0;-23.2544;-47.2927;1
5.83;2.51;1.26;;;0.191260571;0;1;0;0;0;-3.580517;-42.607643;1
7.4;4.05;1.27;0;0;0.906069507;0;0;0;0;1;-31.7649;-52.3371;2
8;1.2;0.8;1;0;0;0;1;0;0;0;-1.65893;-45.3798;3
6.5;0.2;0.2;0;0;0.019215458;1;0;0;0;0;-3.13861;-58.4449;3
7.14;0.5;0.89;0;0;0;0;0;0;0;1;-27.1659;-53.7166;1
6.8;0;0.12;0;0;0.006010708;0;0;1;0;0;-9.65835;-56.4786;1
4.3;0.2;1.43;0;0;0.497872585;0;1;0;0;0;-7.35819;-46.6225;3
8;1.72;0.91;0;0;0.057959535;0;0;0;1;0;-22.8417;-47.6047;1
6.8;1.8;1.33;0;0;0;0;1;0;0;0;-4.1337;-41.7859;1
8;0.23;0;0;0;0.535475556;0;1;0;0;0;-1.65893;-45.3798;3
7;2;1;0;0;0.007842445;0;1;0;0;0;-4.609;-45.049;3
8;0.3;0;0;0;0.407632323;0;1;0;0;0;-1.65893;-45.3798;3
6.5;0.75;0.8;0;0;0.202501741;0;0;1;0;0;-18.4073;-52.549;3
5.91;0.2;0.63;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
6.8;0;0.4;0;0;0.474399398;0;1;0;0;0;-5.18889;-48.1336;3
7.4;0.09;1;0;0;0.45407004;0;0;0;1;0;-22.5347;-42.9895;1
7.35;0.52;1.84;0;0;0;0;0;0;1;0;-19.7472;-47.9381;1
6.2;0.09;0.87;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
6.78;2.36;1.5;0;0;0.458860759;0;0;0;0;1;-28.8314;-49.2352;2
8;0.05;2;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
6.6;0;0.86;0;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
4.98;0.3;1.58;0;0;0.482542371;1;0;0;0;0;-2.63741;-56.729;3
7.44;6.53;0;0;0;0.892382345;0;1;0;0;0;-10.823;-42.7245;1
6.9;0.93;0.5;0;0;0.204580394;0;0;1;0;0;-9.84977;-57.8139;1
4.41;0.04;1.63;0;0;0.027220303;1;0;0;0;0;-2.63741;-56.729;3
7.6;0.38;1;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
8.3;0.43;0.61;0;0;0.022193415;0;0;0;1;0;-22.1165;-43.2185;1
7;0.39;0.36;0;0;0.169591274;0;1;0;0;0;-2.04918;-45.9587;3
6.9;0.03;2;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
6.7;0.1;0.4;0;0;1;1;0;0;0;0;-3.13861;-58.4449;3
7.4;0.09;1.5;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
6.7;0.05;1.1;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
0;2;1.6;0;0;0.039087077;0;0;0;1;0;-22.5036;-45.2792;1
8.2;1.8;1.41;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
8.4;0.08;2;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
0;1.1;1.29;0;0;0.078783433;0;0;0;1;0;-22.5036;-45.2792;1
4.77;0.15;0.6;0;0;0.027220303;1;0;0;0;0;-2.63741;-56.729;3
7.4;0.08;1.5;0;0;0.121641724;0;1;0;0;0;-4.15002;-42.9477;3
5.68;1.05;1.72;;;0;0;1;0;0;0;-3.580981;-42.607823;1
6;0.65;0.4;0;0;0.754840642;0;1;0;0;0;-2.12696;-46.1228;3
0;2;1.8;0;0;0.466471034;0;0;0;1;0;-22.5036;-45.2792;1
5.78;0.1;0.8;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7;3;1;0;0;0.046117513;0;1;0;0;0;-4.334;-45.581;3
7.4;0.12;0;0;0;0.129373417;0;1;0;0;0;-6.36281;-39.2892;2
4.95;1.12;0;0;0;0.069269678;1;0;0;0;0;-2.63741;-56.729;3
7.5;0.08;0.6;0;0;0.574678447;0;1;0;0;0;-4.15002;-42.9477;3
7.2;7.1;1.11;0;0;0.071838647;1;0;0;0;0;-5.13272;-49.3358;3
3.85;0.41;0;1;0;0.995361033;0;0;1;0;0;-12.374821;-54.956288;3
7.01;1.05;1.04;0;0;0.007872248;0;0;1;0;0;-15.8299;-54.4208;2
6.8;0.7;;1;0;0.027480029;1;0;0;0;0;-7.15803;-48.7165;3
7;0.65;1.3;0;0;0.712836858;0;1;0;0;0;-3.109;-42.4064;3
6.8;0.06;1.12;0;0;0.123414632;0;1;0;0;0;-5.18889;-48.1336;3
0.1;1.07;0.14;0;0;0.692502202;0;1;0;0;0;-12.8205;-42.7324;3
8;0.21;0.5;0;0;0.903017374;0;1;0;0;0;-1.65893;-45.3798;3
7.4;1.1;1.5;0;0;0;0;1;0;0;0;-6.36281;-39.2892;2
6.3;3.11;1.46;;;0.191260571;0;1;0;0;0;-3.580061;-42.608403;1
6.9;0.08;1.5;0;0;0.001352326;0;1;0;0;0;-4.15002;-42.9477;3
5.81;0.1;1.11;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
6.9;5.6;0.4;0;0;0.213143009;0;0;0;1;0;-20.4438;-48.0129;3
7.2;1.89;0.29;0;0;0.004676474;0;1;0;0;0;-5.90213;-38.6227;1
7.1;0.05;1.03;0;0;0.316857555;0;1;0;0;0;-5.18889;-48.1336;3
6.9;0.02;0.99;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
7.4;0.09;1.5;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
6;30.4;0.1;1;0;1;0;1;0;0;0;-2.94644;-45.6589;3
4.98;0.2;2;0;0;0.482542371;1;0;0;0;0;-2.63741;-56.729;3
7.08;0.24;1;0;0;0.669556659;0;0;0;0;1;-27.1659;-53.7166;1
7;1.18;0.69;1;0;0.069287387;0;0;1;0;0;-14.6229;-57.4933;3
6.9;0.05;0.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
5.44;0.1;1;1;0;0.356471499;0;0;0;1;0;-20.8556;-40.9388;3
8.1;0.05;1.5;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
4.1;0.9;2.1;0;0;0.238352849;1;0;0;0;0;-5.64659;-48.1232;1
7;0.36;0.36;0;0;0.169591274;0;1;0;0;0;-2.04918;-45.9587;3
6.8;0.08;2.5;0;0;0.703525063;0;1;0;0;0;-4.15002;-42.9477;3
7.9;0;0.6;0;0;0.653951308;0;0;0;1;0;-19.7472;-47.9381;1
7;0.05;1.5;0;0;0.837441756;0;1;0;0;0;-4.25245;-43.0108;3
6.5;0.17;1.26;0;0;0.733350031;0;0;0;0;1;-31.7649;-52.3371;2
6.9;0.08;1.5;0;0;0.826879733;0;1;0;0;0;-4.15002;-42.9477;3
5.68;1;2;0;0;0.212578401;0;1;0;0;0;-2.85379;-44.0357;3
7;2;0.8;0;0;0.514454169;0;1;0;0;0;-2.04918;-45.9587;3
5.3;0.01;1;0;0;0.575647614;0;1;0;0;0;-4.15002;-42.9477;3
7.08;0.1;;1;1;0.427455262;0;1;0;0;0;-12.8205;-42.7324;3
8;0.04;0.3;0;0;1;0;1;0;0;0;-4.15002;-42.9477;3
8.25;0.5;0.2;0;0;0.853854672;0;0;0;1;0;-22.5539;-45.7803;2
6.83;1.48;2.06;;;0.191260571;0;1;0;0;0;-3.58055;-42.607234;1
6.9;0;1.65;1;0;0.558433766;0;0;0;0;1;-27.0233;-50.92;1
5.1;0;0.6;0;0;0.117044494;0;0;1;0;0;-13.8374;-56.0743;3
7;1;1.21;0;0;0.000908019;0;1;0;0;0;-5.14252;-45.7877;3
8.2;0.1;1.5;0;0;0.157106642;0;0;0;1;0;-21.6025;-48.364;3
6;0.3;0;0;0;0.028954312;0;1;0;0;0;-1.77614;-46.3002;3
6.05;0.03;0.8;1;0;0.037392318;0;1;0;0;0;-2.85379;-44.0357;3
7.4;0.05;1.5;0;0;0.105200425;0;1;0;0;0;-4.25245;-43.0108;3
6.12;2.61;1.82;;;0.191260571;0;1;0;0;0;-3.580064;-42.608408;1
6.9;3.99;3;0;0;0.797173927;0;0;1;0;0;-9.84977;-57.8139;1
7.9;0.08;2;0;0;0.035797716;0;1;0;0;0;-4.25245;-43.0108;3
7.4;0.08;1;0;0;0.08114082;0;1;0;0;0;-4.25245;-43.0108;3
7.4;0.4;1;0;0;0.574678447;0;1;0;0;0;-4.15002;-42.9477;3
6.29;2.57;0.6;0;0;0;1;0;0;0;0;-11.3463;-62.2847;1
8;1.22;0.51;0;0;1;0;1;0;0;0;-5.87601;-46.7033;3
7.4;0.07;1.36;0;0;0.185255702;0;0;0;1;0;-22.5347;-42.9895;1
7.6;0.7;1.47;0;0;0.096768528;0;0;0;0;1;-26.8794;-52.8568;1
7.3;0.7;1;0;0;0.456171735;0;0;0;1;0;-18.8545;-41.9555;1
7.3;1.05;1.22;0;0;0;0;0;0;0;1;-31.7649;-52.3371;2
6;2;0.2;0;0;0;0;1;0;0;0;-1.77614;-46.3002;3
7;0.32;1;0;0;0.81267592;0;1;0;0;0;-5.09194;-42.8034;1
7;1;1;0;0;0;0;1;0;0;0;-4.334;-45.581;3
7.5;0.1;0.88;0;0;0.594316849;0;0;0;0;1;-26.9317;-53.0021;1
6.4;0.51;0.41;0;0;0.497872585;0;1;0;0;0;-7.35819;-46.6225;1
4.7;0.87;0.65;0;0;0.255051197;1;0;0;0;0;-2.63741;-56.729;3
