pH;Turbidez;CRL;Coliformes;Ecoli;Precipitação;Norte;Nordeste;Centro-Oeste;Sudeste;Sul;Latitude;Longitude;Manancial
7.66;2.2;1.8;0;0;0.019637169;0;1;0;0;0;-14.0684;-42.4861;1
6.11;0;0.2;0;0;0.693237452;0;1;0;0;0;-8.23599;-41.6873;3
6.1;0.02;1.71;0;0;1;0;1;0;0;0;-12.8983029;-38.4584337;1
6.9;0.06;0.9;0;0;0.672364323;0;0;0;0;1;-26.9592;-50.4252;1
7;0.12;0.5;0;0;0.823484189;0;1;0;0;0;-5.83067;-47.0673;3
5.32;0;0.43;0;0;0.790207268;0;1;0;0;0;-11.0208;-40.2956;2
6.6;0.05;1.24;0;0;0.484311323;0;0;0;0;1;-27.1591;-50.4659;3
7;0.21;0.5;0;0;0.985200386;0;1;0;0;0;-2.64433;-44.8933;3
6.8;0.33;2;0;0;0.459263823;0;0;0;1;0;-22.9129;-43.2003;1
7.2;1.29;1;1;0;1;0;0;0;0;1;-27.0996;-51.2473;3
7.2;1.99;0.28;0;0;0.708838469;0;1;0;0;0;-8.81175;-36.0137;1
6.3;0.49;0.75;0;0;0.015566746;0;0;0;1;0;-20.0407;-47.7466;3
7.48;1.17;0.12;0;0;0.15061334;0;0;1;0;0;-15.452;-47.6089;1
7.24;2.63;0.71;0;0;0.013574298;0;0;1;0;0;-15.452;-47.6089;1
7.46;3.5;0;1;1;0.164873811;0;0;0;1;0;-22.2445;-43.7129;3
7.23;0.21;0.7;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
7.55;0.4;2.5;0;0;0.035886271;0;1;0;0;0;-11.38366;-41.82479;1
8;1.62;0.96;0;0;0.174623755;0;0;0;1;0;-22.3141667;-44.9680556;2
6.32;0.55;0.6;0;0;0.051520632;1;0;0;0;0;-11.169;-61.8986;1
7.43;0.29;1.93;0;0;0.15061334;0;0;1;0;0;-15.452;-47.6089;1
4.09;9.3;5.5;0;0;0.545969504;0;1;0;0;0;-16.3715;-39.5821;1
5.9;3;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
8.99;0;1.93;0;0;0.292460712;0;1;0;0;0;-10.3182;-38.4014;3
7.91;1.3;0.78;0;0;0.010301903;0;1;0;0;0;-8.13436;-41.1431;2
6.8;0.33;0;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
5.71;0.31;;0;0;0.255506969;1;0;0;0;0;-11.169;-61.8986;1
6.73;0.45;0.3;1;1;0.357608738;0;0;1;0;0;-15.4993;-49.6861;1
4.39;0;0.69;0;0;0.8970485;0;1;0;0;0;-8.81605;-35.1832;1
4.9;0.4;1.35;0;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
4.32;2.8;0.1;0;0;0;0;1;0;0;0;-11.1812;-40.5117;1
6;0.57;0.79;0;0;0.78900765;0;0;0;1;0;-20.0407;-47.7466;3
6.73;1;0.56;0;0;0.175942862;0;0;0;1;0;-21.5556;-45.4364;1
7.72;1.47;2.7;0;0;0.978174167;0;1;0;0;0;-7.560315;-35.002169;3
7.6;0.4;5;0;0;0.099102608;0;0;0;1;0;-18.4544;-42.2481;3
8.2;0.01;1;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
6.6;1.52;1.6;0;0;0.622154595;0;0;0;1;0;-23.5057;-46.879;2
0;1;0.14;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
6;2;1;0;0;0.250461499;0;1;0;0;0;-2.76141;-42.2755;1
7;2.52;1.23;1;1;0;0;1;0;0;0;-8.81175;-36.0137;1
0;3;0.09;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.8;0.3;1.5;0;0;0.298815894;0;1;0;0;0;-6.44002;-36.8746;3
8.3;0.1;2;0;0;1;0;1;0;0;0;-7.79342;-37.7946;2
6.21;1.86;0.51;1;0;0.005083165;0;0;1;0;0;-17.3019;-48.2768;1
7.06;1.25;1.5;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
9.3;3.6;0;1;0;0.200260014;0;1;0;0;0;-6.39334;-42.2591;3
7.9;0.4;1.64;0;0;0.926710743;0;0;0;0;1;-31.93406;-52.30456;3
7.8;0.04;0.25;0;0;0.584812645;0;1;0;0;0;-8.41519;-37.0577;2
6.78;0.91;1.13;1;0;0.596514999;0;0;1;0;0;-18.4859;-49.4766;1
7.51;0.6;0.86;0;0;0.982977923;0;1;0;0;0;-12.1144;-43.8958;1
7;0.63;1.07;1;0;0;0;0;0;0;1;-27.0996;-51.2473;3
6.8;;5;0;0;0.450755192;0;0;0;1;0;-22.8058;-43.3729;1
7.36;1.51;0.6;1;0;0.001979403;0;1;0;0;0;-14.2021;-41.6696;2
7.44;3.79;0.6;0;0;0.628344527;0;0;1;0;0;-18.6238;-50.0805;3
6.97;0.51;0;0;0;0.736879885;0;1;0;0;0;-13.22814;-39.504692;1
6.2;0;0.64;0;0;0.015566746;0;0;0;1;0;-20.0407;-47.7466;3
6.6;1.3;;0;0;0.426281335;0;1;0;0;0;-10.360148;-37.701163;1
7.16;5.31;0.14;1;0;0.035886271;0;1;0;0;0;-11.38373;-41.83612;1
7.87;0.78;1.8;0;0;0.169205163;0;1;0;0;0;-7.36116;-34.53971;3
7.11;0.225;1.75;0;0;0.396011307;0;1;0;0;0;-12.956929;-38.4954377;1
8.63;0.1;0.2;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
6.8;0.1;0.2;1;0;0.665349885;0;0;1;0;0;-16.0681389;-51.2109444;1
7;2;1;0;0;0.250461499;0;1;0;0;0;-2.76141;-42.2755;1
7.77;3.13;1.41;0;0;0.010301903;0;1;0;0;0;-8.13436;-41.1431;2
7;2;1;0;0;0;0;1;0;0;0;-2.72094;-42.5258;3
7.49;0.8;1;0;0;0.094821519;0;0;0;1;0;-23.5288;-45.8465;1
6.71;0.38;1.58;0;0;0.440093429;0;1;0;0;0;-7.66373;-35.1002;1
6.6;1;0.6;0;0;0.764068698;0;0;0;1;0;-21.5556;-45.4364;1
7.58;0.6;1.35;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.55;0.02;2.33;0;0;0.780737018;0;1;0;0;0;-12.887604;-38.4689196;1
7.2;0.97;1;1;1;0.652088516;0;1;0;0;0;-9.38465;-37.0965;1
6.2;0.49;0.77;0;0;0.621059894;0;0;0;1;0;-20.0407;-47.7466;3
6.64;0.1;2;0;0;0.968662259;0;1;0;0;0;-10.012;-37.8932;3
7.09;1.14;0.74;0;0;0.494077552;0;1;0;0;0;-14.5003;-42.2229;2
7.2;1.32;3;0;0;0;0;0;0;1;0;-22.8058;-43.3729;1
6.7;1.4;2;1;0;0;0;0;0;0;1;-27.0996;-51.2473;3
6.7;0.3;2.5;0;0;0.526272261;0;0;0;0;1;-32.06918;-52.09637;1
8;0.3;0.5;0;0;0.425658876;0;1;0;0;0;-14.2063;-39.5207;1
4.9;0.4;;;;0.760884376;0;1;0;0;0;-9.00744;-35.2267;3
6.92;3;3;0;0;1;0;0;0;1;0;-18.2195;-42.4946;3
6.74;0.2;0.78;0;0;0.762358605;0;1;0;0;0;-14.3371;-43.7686;1
7.3;0;2.2;0;0;0;0;0;0;1;0;-22.7542;-47.1488;1
7.67;8.91;1.82;1;0;0.035886271;0;1;0;0;0;-11.37884;-41.83604;1
6.5;0.96;1;0;1;0.04793049;1;0;0;0;0;-5.46863;-47.8863;3
8.19;0.1;3;1;;0.644989238;0;1;0;0;0;-13.8509;-40.0877;1
7.2;0.1;1.5;0;0;0.741654499;0;0;0;1;0;-22.7181;-42.6276;1
8.21;0.1;0.26;1;0;0.262899402;0;1;0;0;0;-11.6072;-38.8051;3
7;1.98;0.6;0;0;0.790134327;0;1;0;0;0;-8.81175;-36.0137;1
6.8;0.71;0.2;0;0;0.179767244;0;1;0;0;0;-2.88769;-40.1183;3
7.2;3.05;1;0;0;0.708838469;0;1;0;0;0;-8.81175;-36.0137;1
7.23;0.79;0.8;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
0;1;0;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
0;2;0.07;0;0;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
7.28;0.56;1;1;0;1;0;1;0;0;0;-10.012;-37.8932;3
7.9;0.54;0.78;0;0;0.048698332;0;1;0;0;0;-14.5003;-42.2229;2
6.4;1.5;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
7;1.1;0.2;0;0;1;0;1;0;0;0;-3.40202;-44.3508;1
7.4;2.59;0.5;0;0;0.296719988;0;0;0;1;0;-19.2345;-42.0998;1
7.07;0.42;0.51;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
9.11;0.04;1.59;0;0;0.292460712;0;1;0;0;0;-10.3182;-38.4014;3
8.3;0;0.5;1;0;0.893179817;0;1;0;0;0;-10.3225;-44.2381;2
8.9;1.03;1.46;1;0;0.455475571;0;0;0;0;1;-26.9592;-50.4252;1
7.25;0.1;0.5;0;0;0.612386612;1;0;0;0;0;-4.2416;-69.9383;1
7;2.8;0.68;1;0;0.033517587;0;0;0;0;1;-26.0817;-53.0535;1
7.89;0.64;2.4;0;0;0.169205163;0;1;0;0;0;-7.36157;-34.53938;3
6.51;7.5;0.99;0;0;0.308988038;0;1;0;0;0;-14.321;-39.329;1
6.84;0.1;1.19;0;0;0;0;1;0;0;0;-10.012;-37.8932;3
6.8;0.16;1.03;0;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
7.24;0.02;0.75;0;0;0.074487181;0;1;0;0;0;-8.13436;-41.1431;2
4;0.51;0;1;0;1;0;1;0;0;0;-7.35819;-46.6225;1
7.4;0.04;1.5;0;0;0.13849895;0;1;0;0;0;-8.41519;-37.0577;2
6.9;2;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
6.62;0.17;2;0;0;0.132488104;0;1;0;0;0;-17.6832;-40.1129;2
6.9;0.1;0;0;0;0.319026265;0;0;0;0;1;-26.8982;-52.9066;1
5.14;0.59;2.75;0;0;0.392404833;0;1;0;0;0;-2.53874;-44.2825;1
6.3;0;;0;0;0.055208571;0;1;0;0;0;-12.1144;-43.8958;1
6.46;0.19;0.83;0;0;0.693237452;0;1;0;0;0;-8.23599;-41.6873;3
6.4;1.38;1.5;0;0;0;0;1;0;0;0;-9.16919;-36.6857;1
8.28;0.1;1;0;0;0.259138535;0;1;0;0;0;-15.0334;-41.2652;1
7.04;3;1;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
5;0;0.5;0;0;0.293862005;0;1;0;0;0;-8.65791;-36.3293;2
7.7;0.1;0;0;0;0.037338876;0;1;0;0;0;-13.8509;-40.0877;1
6.8;0;0;0;0;1;0;1;0;0;0;-11.3809;-37.6623;1
6.96;2.6;0.3;0;0;0.392404833;0;1;0;0;0;-2.53874;-44.2825;1
0;1;0.5;0;0;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
0;2;0.05;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
5.2;2.01;0.5;0;0;0;0;1;0;0;0;-11.9472;-37.9469;3
6.22;0.1;0.6;0;0;0.335510242;0;1;0;0;0;-14.3847;-41.8842;1
6.68;0.72;0.62;1;0;0.357608738;0;0;1;0;0;-15.4993;-49.6861;1
5.4;0.3;1.8;0;0;0.526272261;0;0;0;0;1;-32.18041;-52.15586;1
7.72;3.52;2;;;0;0;1;0;0;0;-8.13436;-41.1431;2
5.9;1;;;;0.760884376;0;1;0;0;0;-9.00744;-35.2267;3
0;1;0.09;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.51;0.12;1;0;0;0.068635592;0;1;0;0;0;-15.4993;-41.2414;1
6;1;1;0;0;0.250461499;0;1;0;0;0;-2.76141;-42.2755;1
6.7;0.02;0.37;0;0;0;0;1;0;0;0;-12.9771455;-38.4951725;1
6.8;0;0;0;0;1;0;1;0;0;0;-11.3809;-37.6623;1
4.7;2;;;;0.760884376;0;1;0;0;0;-9.00744;-35.2267;3
7;2;0;0;0;0.000640613;0;1;0;0;0;-2.72094;-42.5258;3
7.15;0.39;1.28;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
7;0.5;0.2;0;0;0.260638898;0;1;0;0;0;-8.81175;-36.0137;1
8.3;27.8;0.85;0;0;0.595942033;0;1;0;0;0;-5.35128;-42.8153;3
7;3;2;0;0;0.145725279;0;1;0;0;0;-4.609;-45.049;3
6.46;0.94;1;0;0;0.693237452;0;1;0;0;0;-8.23599;-41.6873;3
8.8;1.07;;0;0;0.080697739;0;0;0;1;0;-22.5249;-45.4945;1
7.3;0.1;1.23;0;0;0.168991335;0;1;0;0;0;-10.012;-37.8932;3
6.3;1.2;;0;0;0.170271988;0;1;0;0;0;-10.3524;-37.7002;1
7.86;0.84;;0;0;0.013541976;0;1;0;0;0;-12.5123;-38.4905;3
7.33;0.433;1.5;0;0;0.396011307;0;1;0;0;0;-12.9899144;-38.5168805;1
7;0.02;0.29;0;0;0.046190315;0;1;0;0;0;-8.81175;-36.0137;1
6.8;2.34;2;0;0;0.631333722;0;1;0;0;0;-3.45125;-44.8643;1
5.1;0.8;2.5;0;0;0.551772771;0;1;0;0;0;-16.3715;-39.5821;1
8.22;0;2.15;0;0;0.797681752;0;1;0;0;0;-12.1144;-43.8958;1
6.2;0;0.2;0;0;0.238972546;0;0;0;1;0;-20.0407;-47.7466;3
7.1;0.78;0.74;0;0;0.652088516;0;1;0;0;0;-9.38465;-37.0965;1
5.52;1.49;0;0;0;0.034452297;0;1;0;0;0;-12.3914;-38.7563;2
6.63;0.57;0.6;0;0;0;0;1;0;0;0;-10.9578;-41.0756;3
5.72;0.1;;0;0;0.034458904;1;0;0;0;0;-11.169;-61.8986;1
6.29;0;0.8;0;0;0.135193043;0;1;0;0;0;-8.23599;-41.6873;3
6.3;1.3;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
6.85;0;1;0;0;0.135193043;0;1;0;0;0;-8.23599;-41.6873;3
7.4;0.17;0.5;0;0;0.102858693;0;1;0;0;0;-4.92673;-37.9721;1
6.9;0.32;0.59;0;0;0.790134327;0;1;0;0;0;-8.81175;-36.0137;1
6.8;0.13;3.23;0;0;0.746474596;0;0;1;0;0;-15.452;-47.6089;1
6.08;1.24;2.34;1;0;0.121255221;0;1;0;0;0;-8.81175;-36.0137;1
7.2;0.5;0.5;0;0;0.025021553;1;0;0;0;0;-11.8881;-49.1609;3
6;1;0.5;0;0;0.948508485;0;0;0;1;0;-21.5381;-43.0069;1
8.36;0.25;1.07;1;0;0.784132555;1;0;0;0;0;-4.37055;-70.1967;1
7.4;0.04;1.5;0;0;0.065878192;0;1;0;0;0;-8.41519;-37.0577;2
0;3;0.07;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
6.74;3.4;3;0;0;0.920420829;0;1;0;0;0;-10.9578;-41.0756;3
6;0.17;0.43;1;0;0.053804813;0;1;0;0;0;-5.25476;-44.6444;3
7.1;0.48;1.55;0;0;0.046190315;0;1;0;0;0;-8.81175;-36.0137;1
0;1;0.02;;;0.784837842;1;0;0;0;0;-9.06596;-68.6571;1
6.1;0.6;1.16;0;0;0.570913326;0;0;0;0;1;-32.11122;-52.1142;1
7.9;0.1;0.3;0;0;0.48472682;0;0;0;1;0;-22.031;-48.9135;3
7.2;0.32;1;0;0;1;0;1;0;0;0;-8.50548;-39.3094;1
6.6;0.17;1.22;0;0;0.503392536;0;0;0;0;1;-27.0754;-52.9808;1
6.75;1.3;0.17;0;0;0.121255221;0;1;0;0;0;-8.81175;-36.0137;1
7.23;0.02;1.74;0;0;0.008402815;0;1;0;0;0;-8.13436;-41.1431;2
7.15;0.02;1.28;0;0;0.396011307;0;1;0;0;0;-12.9822709;-38.4778317;1
8.64;0;1.38;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
7.6;1.5;1.24;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
6.5;0.71;0.35;0;0;0.349200854;0;0;0;0;1;-26.5716;-52.3229;1
7.2;0.6;0.3;0;0;0.56792022;1;0;0;0;0;-11.8881;-49.1609;3
7.2;0.04;2.5;0;0;0.065878192;0;1;0;0;0;-8.41519;-37.0577;2
6.79;0.7;0.5;0;0;0.051520632;1;0;0;0;0;-11.169;-61.8986;1
7.56;0;1.46;0;0;0.013574298;0;0;1;0;0;-15.452;-47.6089;1
7.97;0.04;1.78;0;0;0.339367416;0;1;0;0;0;-10.3182;-38.4014;3
6.8;2;;;;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
4.46;0.1;0.6;0;0;0.244648795;0;1;0;0;0;-11.2557;-40.9432;3
9.91;0.37;0.5;0;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
7.12;0.2;2;0;0;0.276174361;0;1;0;0;0;-14.5003;-42.2229;2
7.54;1.2;2.61;0;0;0.15061334;0;0;1;0;0;-15.452;-47.6089;1
7.53;0.16;1.21;0;0;0.54859581;0;0;1;0;0;-15.452;-47.6089;1
8.2;4.8;0.8;0;0;0.006066219;0;0;0;1;0;-22.3141667;-44.9680556;2
7.2;0.8;0.5;0;0;0.865921641;1;0;0;0;0;-11.8881;-49.1609;3
0;0.04;1.5;1;0;0.065878192;0;1;0;0;0;-8.41519;-37.0577;2
7.1;0.18;0;0;0;0.517581036;0;0;0;0;1;-27.0996;-51.2473;3
7.8;1.06;0.85;1;0;0.042534441;0;1;0;0;0;-7.20629;-36.8245;2
7.2;0.5;0.5;0;0;0.025021553;1;0;0;0;0;-11.8881;-49.1609;3
7.66;0.22;1.49;0;0;0.54859581;0;0;1;0;0;-15.452;-47.6089;1
7.03;0.62;0.47;0;0;0.062171803;0;1;0;0;0;-14.5003;-42.2229;2
4.5;0.01;0.99;0;0;0.234498442;0;1;0;0;0;-8.6592;-35.1532;2
4.5;0;1.2;0;0;0.234498442;0;1;0;0;0;-8.6592;-35.1532;2
6.9;0.34;0.35;0;0;0.318079373;0;0;0;0;1;-27.0545;-52.069;1
6.5;1.3;;0;0;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
6.8;1.19;3;0;0;0.427571623;0;0;0;1;0;-22.7181;-42.6276;1
7.6;0.15;5.5;0;0;0.924947496;0;1;0;0;0;-8.41519;-37.0577;2
8;0.3;0;0;0;0.788592479;0;1;0;0;0;-2.64433;-44.8933;3
0;2;1;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
6.72;0.28;1;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
7.49;0.8;1.31;0;0;0.387833812;0;1;0;0;0;-12.1144;-43.8958;1
7.53;0.69;1.04;0;0;0.087050605;0;0;1;0;0;-15.452;-47.6089;1
7.97;1;1.66;0;0;0.787419194;0;1;0;0;0;-14.2063;-39.5207;1
7;1.8;;;;0.090599818;0;1;0;0;0;-10.3524;-37.7002;1
6.8;0.93;0.72;0;0;1;0;0;0;1;0;-22.7181;-42.6276;1
7.01;0.15;0.23;;;0.558894266;0;0;1;0;0;-16.2029;-49.6109;1
6.8;0;0.5;0;0;0.002180358;0;1;0;0;0;-2.88769;-40.1183;3
7.1;0.25;1.82;0;1;0.260638898;0;1;0;0;0;-8.81175;-36.0137;1
8.22;1.84;1;0;0;0.379089062;0;1;0;0;0;-8.23599;-41.6873;3
7;3.99;3;0;0;0.708838469;0;1;0;0;0;-8.81175;-36.0137;1
6.59;8.4;0;1;1;0.936463755;0;0;0;1;0;-22.2445;-43.7129;3
6.5;1.5;;0;0;0.426281335;0;1;0;0;0;-10.3524;-37.7002;1
6.21;0;1.02;0;0;0.90801671;0;1;0;0;0;-10.3182;-38.4014;3
7.6;0.04;0.2;0;0;0.339367416;0;1;0;0;0;-10.3182;-38.4014;3
7.13;0.611;0.8;0;0;0.780737018;0;1;0;0;0;-12.9822709;-38.4778317;1
7.3;0.65;0.69;0;0;0.185920485;0;1;0;0;0;-10.2847;-37.9198;3
7.05;0.65;3.6;0;0;0.396011307;0;1;0;0;0;-12.958587;-38.4673789;1
7;0.1;0.03;1;0;0.708838469;0;1;0;0;0;-8.81175;-36.0137;1
6.8;0.09;1.57;0;0;0.237374755;0;0;0;1;0;-22.7181;-42.6276;1
6;3;1;0;0;0.347384993;0;1;0;0;0;-4.609;-45.049;3
7;0.02;0.85;0;1;0.517581036;0;0;0;0;1;-27.0996;-51.2473;3
7.53;0.06;1;0;0;0.062187225;0;1;0;0;0;-12.2614;-38.0436;3
7.4;0.1;0.6;0;0;0.014917536;0;1;0;0;0;-10.9578;-41.0756;3
6.48;0.6;0.26;0;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;3
7.8;0;0.68;0;0;0.402922043;0;0;0;0;1;-26.461;-50.2327;3
6.62;7.56;0.89;0;0;0.053839703;0;0;0;1;0;-20.6931;-41.8405;1
7.23;0.09;0.45;0;0;0.015003317;0;1;0;0;0;-8.23599;-41.6873;3
7;2.3;;0;0;0;0;1;0;0;0;-10.3524;-37.7002;1
7.06;0.82;0.38;0;0;0.678637859;0;1;0;0;0;-8.13436;-41.1431;2
7.33;1.1;0.5;0;0;0.594147862;0;1;0;0;0;-15.8608;-38.8758;1
6.9;2.24;1;0;0;1;0;0;0;0;1;-27.0996;-51.2473;3
7.39;0.22;1.28;0;0;0.882313303;0;1;0;0;0;-12.1144;-43.8958;1
6.05;4.7;3.2;0;0;0;0;1;0;0;0;-12.0311;-38.8694;1
4;0;1.35;0;0;0.293862005;0;1;0;0;0;-8.65791;-36.3293;2
6.6;1.89;0.3;1;1;0.791826987;0;1;0;0;0;-11.3809;-37.6623;1
8.68;0.1;0.2;0;0;0.514127547;0;1;0;0;0;-10.4374;-39.3321;3
6.95;0.87;0;0;0;0.544733814;0;0;0;0;1;-27.7455;-49.9423;1
6;0.15;1.25;0;0;0.571386365;0;0;0;1;0;-23.7067;-46.4058;1
0;0;1.6;0;0;0.351518641;0;0;0;1;0;-23.8297;-46.8136;1
7.2;0.8;0.5;0;0;0.865921641;1;0;0;0;0;-11.8881;-49.1609;3
0;2;0.02;0;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
7;1;0;0;0;0.85140866;0;1;0;0;0;-4.16598;-45.4706;3
7.2;2.3;0.1;0;0;0.392404833;0;1;0;0;0;-2.53874;-44.2825;1
6;0.76;0;0;0;0.006089476;0;1;0;0;0;-5.25476;-44.6444;3
5.81;0.1;0.4;0;0;1;0;1;0;0;0;-11.0208;-40.2956;2
6.7;0.66;0.9;0;0;1;0;0;0;0;1;-26.9592;-50.4252;1
7.8;0.1;1;;;0.126801586;0;1;0;0;0;-8.83951;-35.4591;2
6.04;1;1;1;0;0.973184708;0;1;0;0;0;-13.6908;-39.4762;1
8.79;0;0.3;0;0;0.662464993;1;0;0;0;0;-4.37055;-70.1967;1
7.8;0.01;;1;0;0.035933513;0;1;0;0;0;-7.10098;-36.8458;2
6.7;0.3;2;0;0;0.040398158;0;0;0;0;1;-32.1931;-52.17511;1
7.26;0.47;2;0;0;0.01237334;0;1;0;0;0;-8.13436;-41.1431;2
6.62;0.06;1;0;0;0.77992619;0;1;0;0;0;-11.2329;-38.4871;3
5.15;3.82;1.45;1;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
8.75;0.14;0;1;0;0.110193221;0;0;1;0;0;-18.6238;-50.0805;3
5;0.89;0;0;0;0.259668784;0;1;0;0;0;-2.53874;-44.2825;1
7.26;0.2;0.75;0;0;0.276174361;0;1;0;0;0;-14.5003;-42.2229;2
6.71;0.02;1.42;0;0;0;0;1;0;0;0;-12.956929;-38.4954377;1
6.85;0.4;1.5;0;0;0;0;1;0;0;0;-14.9595;-39.3028;1
4.33;0.78;0.74;0;0;0.183248674;0;1;0;0;0;-8.81175;-36.0137;1
7.4;0.71;0;0;0;0;0;1;0;0;0;-5.51847;-47.4777;1
7.45;0.75;2.2;0;0;0.008402815;0;1;0;0;0;-8.13436;-41.1431;2
6.87;0.17;2;0;0;0.076254678;0;1;0;0;0;-12.088;-41.6427;1
7.2;0;0.32;0;0;0.560826793;0;1;0;0;0;-8.41519;-37.0577;2
6.58;0;1;0;0;0.693237452;0;1;0;0;0;-8.23599;-41.6873;3
7.88;0.4;0.5;0;0;0.053247869;0;1;0;0;0;-12.5123;-38.4905;3
7.98;0.1;0.2;0;0;0.349432928;0;1;0;0;0;-10.9584;-38.7894;3
8.42;0.8;1.08;0;0;0.72107789;0;1;0;0;0;-11.56;-39.2808;3
7.88;0.9;1.5;0;0;0.613881215;0;1;0;0;0;-14.9595;-39.3028;1
7.54;0.51;2.82;0;0;0.087050605;0;0;1;0;0;-15.452;-47.6089;1
7.5;0.33;0.2;0;0;0.652088516;0;1;0;0;0;-9.38465;-37.0965;1
7.08;2.72;3.3;0;0;0.978174167;0;1;0;0;0;-7.55996;-34.995125;2
6.68;0.1;1.5;1;1;0.541647574;0;0;0;1;0;-21.0274;-41.6636;1
6;0.6;0.39;0;0;0.57243706;0;0;1;0;0;-16.7624;-49.695;1
7.75;0.16;0;0;0;0.048698332;0;1;0;0;0;-14.5003;-42.2229;2
0;2;2;1;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
7.09;0.02;2;0;0;0.029388827;0;1;0;0;0;-11.6858;-41.7677;1
7.2;1.2;0.5;0;0;0.938804814;1;0;0;0;0;-11.8881;-49.1609;3
6.02;0.31;0.28;0;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;3
6;2;1;0;0;0.065642566;0;1;0;0;0;-3.53639;-43.917;1
7;2.89;5.14;0;0;0.002443212;0;1;0;0;0;-4.38541;-44.6654;3
7.56;1.47;0.8;0;0;0.061876836;0;1;0;0;0;-8.23599;-41.6873;3
7.27;0.21;0.2;0;0;0.839357065;0;1;0;0;0;-12.1439;-44.9968;1
7.1;0.04;1.5;0;0;1;0;1;0;0;0;-8.81175;-36.0137;1
7.1;0.38;0.2;0;0;0.260638898;0;1;0;0;0;-8.81175;-36.0137;1
0;5;0;0;0;0.290437355;1;0;0;0;0;-9.06596;-68.6571;1
7;0.36;1;0;0;0;0;1;0;0;0;-4.16598;-45.4706;3
7.14;0.12;1.5;0;0;0.781524822;0;1;0;0;0;-14.5003;-42.2229;2
7.2;0.02;3;0;0;0.560826793;0;1;0;0;0;-8.41519;-37.0577;2
7.31;0.1;1.5;0;0;0.000667318;0;1;0;0;0;-14.5003;-42.2229;2
0;1;0.01;0;0;0.063564227;1;0;0;0;0;-9.06596;-68.6571;1
7.26;0.02;1.1;0;0;0;0;1;0;0;0;-12.8937081;-38.440751;1
4.95;1.37;1;0;0;0.54439553;0;1;0;0;0;-8.81175;-36.0137;1
7.64;0.73;1.5;0;0;0.881122048;0;1;0;0;0;-14.5003;-42.2229;2
6.9;0.1;0.4;0;0;0.01123504;0;1;0;0;0;-11.3486;-41.6548;1
6.16;1.1;0.22;0;0;0.408442418;0;0;1;0;0;-15.452;-47.6089;1
6.7;0;0.97;0;0;1;0;1;0;0;0;-10.6584;-37.30264;1
8;1;0.2;1;0;0.425658876;0;1;0;0;0;-14.2063;-39.5207;1
7.29;0.87;1.26;0;0;0.433149006;0;1;0;0;0;-14.964;-39.8115;1
6.5;0.41;0.2;0;1;0.157258442;0;0;1;0;0;-16.54964;-49.257472;1
7.2;0.34;1.2;1;0;0.517581036;0;0;0;0;1;-27.0996;-51.2473;3
6.84;0.1;0.1;0;0;0.312482426;0;1;0;0;0;-14.2782;-39.8449;1
6.45;20.1;0.74;0;0;0.371359777;0;1;0;0;0;-15.5302;-40.9124;1
6.2;1;0.11;0;0;1;0;0;0;0;1;-32.17593;-52.16897;1
6.95;0;1;0;0;0.015003317;0;1;0;0;0;-8.23599;-41.6873;3
2;0.7;1;0;0;0.12311938;0;1;0;0;0;-12.0884;-38.4969;3
